,cik,company_name,date,uncertain,unemploy,risk,believe,anticipate,fluctuate,indefinite,likelihood,unlikely,likely,possible,predict,recession,pandemic,total words,at,ni,roa,prcc_f,dvt,Stock Return,Industry
16,796343,ADOBE SYSTEMS INC,2014-01-21,6,1,28,4,12,2,0,1,0,4,3,7,1,1,9297,10785.829,268.395,0.02488404,73.68,0.0,-22.93702497,Services
17,1158449,ADVANCE AUTO PARTS INC,2014-02-25,4,2,8,0,4,1,0,0,0,2,3,0,1,1,4861,7962.358,493.825,0.062019944,159.28,17.596,-19.46509292,Retail Trade
18,2488,ADVANCED MICRO DEVICES INC,2014-02-18,13,0,19,26,12,1,0,0,0,7,0,4,0,0,21157,3767.0,-403.0,-0.106981683,2.67,0.0,44.94382022,Manufacturing
19,785787,AEP INDUSTRIES INC,2014-01-14,4,0,22,23,3,3,0,0,0,0,2,1,0,0,11118,446.946,-5.506,-0.012319162,45.99,0.0,29.20200043,Manufacturing
20,874761,AES CORP,2014-02-26,21,0,106,7,13,3,0,1,0,13,9,18,0,0,44610,38966.0,769.0,0.019735154,13.77,180.0,1312.563544,"Transportation, Communications, Electric, Gas, Sanitation"
21,913077,AFFYMETRIX INC,2014-03-03,4,0,23,5,9,8,0,1,0,3,4,5,0,0,9452,486.548,-3.834,-0.007880004,9.87,0.0,-13.17122594,Manufacturing
22,1514281,"AG Mortgage Investment Trust, Inc.",2014-02-28,5,1,85,3,13,0,0,1,1,12,13,9,2,0,34204,3458.405,109.396,0.031631923,18.57,81.584,423.5541195,"Finance, Insurance, and Real Estate"
23,1098972,AGENUS INC,2014-03-07,17,0,41,20,22,1,0,2,0,5,7,12,0,0,25499,74.527,-42.486,-0.570075275,3.97,0.204,-28.3627204,Manufacturing
24,1004155,AGL RESOURCES INC,2014-02-06,3,0,50,4,4,1,1,0,0,5,1,4,0,2,8646,14909.0,482.0,0.032329465,54.51,233.0,414.089158,"Transportation, Communications, Electric, Gas, Sanitation"
25,816159,AIR METHODS CORP,2014-03-03,0,1,4,3,3,2,0,0,0,1,0,1,0,0,4300,1361.305,94.871,0.069691215,44.03,0.0,32.3188735,"Transportation, Communications, Electric, Gas, Sanitation"
26,1086222,AKAMAI TECHNOLOGIES INC,2014-03-03,2,0,12,9,7,3,0,0,0,5,4,5,1,0,8302,4001.546,333.9480000000001,0.083454745,62.96,0.0,-25.0635324,Services
27,897077,ALAMO GROUP INC,2014-03-11,3,1,13,3,1,4,0,0,0,3,1,1,1,0,4662,629.602,41.151,0.065360339,48.44,3.3280000000000003,32.15937242,Manufacturing
28,1089511,ALASKA COMMUNICATIONS SYSTEMS GROUP INC,2014-03-27,8,0,37,14,8,0,0,0,1,2,1,11,0,1,16556,816.0160000000002,-2.78,-0.003406796,1.79,0.0,18.43575419,"Transportation, Communications, Electric, Gas, Sanitation"
29,1065087,ALBANY MOLECULAR RESEARCH INC,2014-03-17,3,0,14,2,1,2,0,0,0,1,0,2,0,0,8138,519.953,-3.278,-0.006304416,16.28,0.0,-38.08353808,Manufacturing
30,1145460,ALERE INC.,2014-03-03,12,4,20,7,4,3,0,0,0,3,5,11,1,0,12894,6678.956,-37.74,-0.005650584,38.0,21.293000000000003,51.29736842,Manufacturing
31,1035443,ALEXANDRIA REAL ESTATE EQUITIES INC,2014-03-03,21,3,61,11,9,3,0,0,0,6,7,11,1,0,20067,8136.036,101.574,0.012484458,88.74,232.665,233.8798738,"Finance, Insurance, and Real Estate"
32,1097149,ALIGN TECHNOLOGY INC,2014-02-28,6,0,31,17,11,6,0,1,1,1,7,14,0,0,18323,987.997,145.832,0.14760368699999998,55.91,0.0,2.199964228,Manufacturing
33,775368,ALLEGHANY CORP /DE,2014-02-25,12,0,125,3,4,7,0,0,0,1,4,13,0,2,23327,23489.436,679.2389999999998,0.028916786,463.5,0.0,-13.70873786,"Finance, Insurance, and Real Estate"
34,850693,ALLERGAN INC,2014-02-25,4,0,20,4,5,1,0,1,0,2,3,6,0,0,8292,12415.7,1524.2,0.12276392,212.59,59.7,-19.66696458,Manufacturing
35,1101215,ALLIANCE DATA SYSTEMS CORP,2014-02-28,1,1,20,2,1,0,0,0,0,0,0,1,0,0,8304,20263.977,491.518,0.024255752,286.05,0.0,-8.082503059,Services
36,825313,ALLIANCEBERNSTEIN HOLDING L.P.,2014-02-12,4,0,34,1,3,1,0,0,0,7,4,3,0,0,6443,1627.892,180.814,0.111072479,25.83,182.535,689.295393,"Finance, Insurance, and Real Estate"
37,1124804,"ALLSCRIPTS HEALTHCARE SOLUTIONS, INC.",2014-03-03,13,0,32,10,7,0,1,1,0,3,9,9,0,1,13521,2508.164,-66.453,-0.026494679,12.77,0.0,21.06499608,Services
38,799231,ALMOST FAMILY INC,2014-03-14,2,1,37,11,6,0,0,0,0,0,5,10,2,0,15984,357.48800000000006,13.763,0.038499194,28.95,0.0,11.67530225,Services
39,884269,ALPHA PRO TECH LTD,2014-03-06,2,0,11,0,2,0,0,0,0,0,1,3,2,0,1907,41.952,2.742,0.065360412,2.57,0.0,-16.34241245,Manufacturing
40,104777,"ALTEVA, INC.",2014-03-28,2,0,8,5,4,1,2,1,0,1,1,2,0,0,5139,57.118,29.434,0.515319164,7.05,0.025,16.24113475,"Transportation, Communications, Electric, Gas, Sanitation"
41,792977,AMAG PHARMACEUTICALS INC.,2014-02-10,10,0,33,7,13,6,0,1,1,11,5,9,0,0,24497,1388.933,135.817,0.097785134,42.62,0.0,-43.03144064,Manufacturing
42,1018724,AMAZON COM INC,2014-01-31,4,0,28,2,3,2,0,0,0,0,2,2,0,0,5852,54505.0,-241.0,-0.004421613,310.35,0.0,28.49685839,Retail Trade
43,1514991,AMC Networks Inc.,2014-02-27,3,0,24,6,4,0,0,0,0,3,2,6,0,0,13783,3976.587,260.797,0.065583124,63.77,0.0,6.805708013,"Transportation, Communications, Electric, Gas, Sanitation"
44,896262,AMEDISYS INC,2014-03-12,5,0,40,9,6,0,1,0,0,8,8,6,0,0,19757,669.742,12.776,0.019076002,29.35,0.0,-50.15332198,Services
45,855574,AMERIANA BANCORP,2014-03-25,3,1,83,8,5,2,0,0,1,3,7,2,4,1,26142,472.818,2.366,0.00500404,18.5,0.24,-27.08108108,Retail Trade
46,1062231,AMERICAN AXLE & MANUFACTURING HOLDINGS INC,2014-02-07,4,0,10,2,1,0,0,0,0,1,1,0,0,0,3438,3259.2,143.0,0.043875798,22.59,0.0,-9.473218238,Manufacturing
47,817473,"AMERICAN CAPITAL, LTD",2014-03-03,4,0,27,1,1,2,0,0,0,2,0,1,5,0,6453,7640.0,434.0,0.056806283,14.61,0.0,7.049965777,"Finance, Insurance, and Real Estate"
48,919012,AMERICAN EAGLE OUTFITTERS INC,2014-03-13,1,0,11,3,5,2,0,1,0,0,1,1,0,1,2711,1696.908,80.322,0.047334328,14.04,99.585,705.6623932,Retail Trade
49,1039828,AMERICAN EQUITY INVESTMENT LIFE HOLDING CO,2014-03-03,4,1,25,1,2,0,0,0,0,3,1,4,1,1,7249,43989.734,126.023,0.002864828,29.19,15.015,41.81226447,"Finance, Insurance, and Real Estate"
50,97196,AMERICAN INDEPENDENCE CORP,2014-03-14,10,0,33,1,4,4,0,1,0,1,3,3,0,0,5587,165.78099999999995,5.25,0.031668285,10.26,0.0,17.1539961,"Finance, Insurance, and Real Estate"
51,904163,AMERICAN NATIONAL INSURANCE CO /TX/,2014-02-28,8,1,53,2,4,0,1,1,0,1,5,12,0,1,7141,23552.036,247.193,0.010495611,114.26,82.805,72.71573604,"Finance, Insurance, and Real Estate"
52,1474464,AMERICAN REALTY CAPITAL NEW YORK RECOVERY REIT INC,2014-02-28,3,2,67,7,5,1,1,0,2,10,7,3,1,0,19524,2120.835,-93.028,-0.043863856,10.59,76.442,#NAME?,"nce, and Real Estate"
53,1108236,AMERICAN RIVER BANKSHARES,2014-02-28,17,7,99,5,9,2,0,0,0,3,7,3,1,0,20092,617.754,4.3610000000000015,0.0070594440000000015,9.42,0.0,0.318471338,Retail Trade
54,1056903,AMERICAN STATES WATER CO,2014-02-26,2,0,25,3,11,2,0,0,2,0,3,2,0,0,8371,1378.2979999999998,61.058,0.044299564000000013,37.66,32.111,61.55337228,"Transportation, Communications, Electric, Gas, Sanitation"
55,5981,AMERICAN VANGUARD CORP,2014-02-28,1,0,2,2,1,1,1,0,0,0,2,0,0,0,2369,473.171,4.841,0.010230974,11.62,4.823,150.5421687,Manufacturing
56,1018979,AMERISAFE INC,2014-02-28,6,1,19,4,4,5,0,0,0,5,3,6,1,0,6181,1457.22,53.666,0.036827658,42.36,31.221,73.42067989,"Finance, Insurance, and Real Estate"
57,1037868,AMETEK INC/,2014-02-26,0,0,9,5,4,0,0,0,0,1,3,1,0,0,2449,6420.963000000002,584.46,0.09102373,52.63,80.551,153.1274938,Manufacturing
58,1178879,AMICUS THERAPEUTICS INC,2014-03-03,9,0,41,38,16,0,0,0,2,17,10,9,0,0,35650,209.967,-68.926,-0.32827063300000003,8.32,0.0,-71.75480769,Manufacturing
59,1142750,AMN HEALTHCARE SERVICES INC,2014-02-21,0,2,18,1,3,0,5,0,0,1,1,0,0,0,4270,681.916,33.217,0.048711278,19.6,0.0,-25,Services
60,820313,AMPHENOL CORP /DE/,2014-02-21,2,0,10,2,4,0,0,0,0,0,0,0,1,0,2566,7027.0,709.1,0.100910773,53.81,140.6,327.0209998,Manufacturing
61,940332,ANADIGICS INC,2014-03-04,1,0,7,5,8,1,0,0,0,2,1,1,1,0,6441,58.01600000000001,-38.89,-0.670332322,0.75,0.0,145.3333333,Manufacturing
62,52795,ANIXTER INTERNATIONAL INC,2014-02-20,1,0,11,1,1,0,0,0,0,0,0,1,0,0,1024,3586.5,194.8,0.054314792,88.46,0.0,1.560027131,Wholesale Trade
63,1043219,ANNALY CAPITAL MANAGEMENT INC,2014-02-27,2,1,126,4,6,5,0,0,1,10,5,8,2,0,19927,88355.367,-842.0830000000002,-0.009530638,10.81,1209.047,11176.75301,"Finance, Insurance, and Real Estate"
64,1016169,"ANTARES PHARMA, INC.",2014-03-13,2,0,17,3,11,0,0,0,1,3,1,1,0,0,12272,68.773,-35.152,-0.511130822,2.57,0.0,73.9688716,Manufacturing
65,1047884,ANWORTH MORTGAGE ASSET CORP,2014-02-26,4,3,60,5,7,1,0,0,0,7,9,5,0,0,16399,7298.335,28.619,0.003921305,5.25,73.75,1384.952381,"Finance, Insurance, and Real Estate"
66,6769,APACHE CORP,2014-02-28,6,0,34,2,3,1,0,0,0,4,7,6,1,0,6697,55952.0,-5403.0,-0.096564913,62.67,380.0,643.4817297,Mining
67,1081078,API Technologies Corp.,2014-02-12,1,0,22,3,3,1,0,1,0,3,2,4,1,0,8669,282.84,-18.914,-0.06687173,2.105,0.39299999999999996,99.19239905,Manufacturing
68,896622,APTARGROUP INC,2014-02-28,3,0,6,2,0,0,0,0,0,0,0,1,0,0,1903,2437.19,191.658,0.078638924,66.84,71.072,107.7827648,Manufacturing
69,7039,ARABIAN AMERICAN DEVELOPMENT CO,2014-03-14,4,0,23,1,3,0,1,0,0,1,6,4,2,0,3637,232.074,15.571,0.067094978,14.7,0.0,-14.62585034,Manufacturing
70,1509190,"ARATANA THERAPEUTICS, INC.",2014-03-26,18,0,33,66,29,0,0,1,1,8,5,8,0,0,42874,207.903,-38.816,-0.186702453,17.82,0.0,7.182940516,Manufacturing
71,1305168,"ARC DOCUMENT SOLUTIONS, INC.",2014-03-14,3,0,11,16,1,0,0,1,0,0,0,1,2,0,7364,414.068,7.275,0.017569578,10.22,0.0,-19.56947162,Services
72,947484,ARCH CAPITAL GROUP LTD.,2014-03-03,28,1,289,35,23,6,0,8,1,19,20,26,1,0,58944,22009.543,834.355,0.037908783,59.1,21.938000000000002,38.11844332,"Finance, Insurance, and Real Estate"
73,7084,ARCHER DANIELS MIDLAND CO,2014-02-26,2,0,25,0,1,1,0,0,0,0,0,0,0,0,3357,44027.0,2248.0,0.051059577,52.0,624.0,1183.461538,Manufacturing
74,1287750,ARES CAPITAL CORP,2014-02-26,7,1,60,4,4,6,0,2,0,3,9,4,4,1,16389,9497.773,590.9490000000002,0.062219744,15.605,480.19199999999995,3091.041333,"Finance, Insurance, and Real Estate"
75,884731,ARIAD PHARMACEUTICALS INC,2014-03-03,10,0,43,18,10,0,0,1,0,4,10,5,0,0,17210,603.87,-162.602,-0.269266564,6.87,0.0,-0.727802038,Manufacturing
76,7431,ARMSTRONG WORLD INDUSTRIES INC,2014-02-24,2,0,12,1,0,1,0,1,0,2,1,1,0,0,4062,2606.2,63.8,0.024480086,51.12,0.0,12.69561815,Manufacturing
77,819689,ARRHYTHMIA RESEARCH TECHNOLOGY INC /DE/,2014-03-21,2,1,7,0,0,2,0,0,0,2,1,2,1,0,3573,15.103,0.659,0.043633715,7.7,0.0,-58.83116883,Manufacturing
78,717538,ARROW FINANCIAL CORP,2014-03-17,1,0,18,1,0,0,0,0,0,5,3,5,2,0,3704,2217.42,23.36,0.010534766,27.49,12.407,41.74972717,Retail Trade
79,1520300,ASB Bancorp Inc,2014-03-14,1,13,50,3,4,1,0,0,0,3,2,1,5,0,15943,760.05,2.489,0.003274785,21.5,0.0,-19.7627907,Retail Trade
80,1232582,ASHFORD HOSPITALITY TRUST INC,2014-03-03,1,0,61,6,12,1,0,0,0,7,4,10,1,1,16451,2781.08,-31.401,-0.011290937,10.48,75.85600000000001,702.8244275,"Finance, Insurance, and Real Estate"
81,7789,ASSOCIATED BANC-CORP,2014-02-05,8,2,65,9,7,1,0,2,0,6,7,5,4,0,15789,26821.774,190.509,0.007102774,18.63,63.711999999999996,335.3837896,Retail Trade
82,1267238,ASSURANT INC,2014-02-19,9,4,103,3,8,3,0,3,0,4,9,8,0,1,16763,31562.466,470.907,0.014919842,68.43,77.495,110.2367383,"Finance, Insurance, and Real Estate"
83,792987,ASTEC INDUSTRIES INC,2014-03-03,1,0,4,1,0,3,0,0,0,4,1,1,0,0,3250,805.465,34.458,0.042780257,39.31,9.167,21.58992623,Manufacturing
84,1131096,ATHENAHEALTH INC,2014-02-07,6,1,22,10,17,5,0,1,0,7,10,7,0,2,18551,931.998,-3.119,-0.003346574,145.7,0.0,-7.68702814,Services
85,1419242,ATLANTIC POWER CORP,2014-02-28,9,0,52,12,9,1,0,0,0,2,9,11,0,0,27433,2916.6,-177.4,-0.06082424700000001,2.71,31.1,1176.01476,"Transportation, Communications, Electric, Gas, Sanitation"
86,1135185,ATLAS AIR WORLDWIDE HOLDINGS INC,2014-02-13,5,0,48,16,3,2,0,0,0,0,5,11,0,0,13604,4101.62,106.757,0.026028008,49.3,0.0,-16.53144016,"Transportation, Communications, Electric, Gas, Sanitation"
87,872448,ATMEL CORP,2014-02-28,16,0,40,15,13,1,0,1,1,3,9,3,1,0,18442,1362.304,32.195,0.023632757,8.395,0.0,-6.730196546,Manufacturing
88,750574,"AUBURN NATIONAL BANCORPORATION, INC",2014-03-24,0,4,21,4,6,0,0,0,0,0,6,8,1,0,6540,789.2310000000001,7.447999999999999,0.009437034,23.64,3.134,19.01015228,Retail Trade
89,1023364,AUTOBYTEL INC,2014-02-20,6,1,32,20,6,2,0,1,0,2,3,1,1,0,15142,104.749,3.411,0.032563557,10.9,0.0,38.80733945,Services
90,1034670,AUTOLIV INC,2014-02-21,3,0,59,6,5,0,1,2,0,7,10,9,3,0,12369,7442.9,467.8,0.062851845,106.12,193.7,169.0350547,Manufacturing
91,39677,"AV Homes, Inc.",2014-03-17,9,1,22,6,5,4,0,1,0,1,2,5,0,0,10166,668.8860000000002,-1.932,-0.002888385,14.57,0.0,24.70830474,Construction
92,915912,AVALONBAY COMMUNITIES INC,2014-03-03,0,0,38,14,9,1,0,0,0,1,2,1,0,0,13340,16176.723,683.567,0.04225621,163.39,608.7090000000001,344.9103372,"Finance, Insurance, and Real Estate"
93,723612,"AVIS BUDGET GROUP, INC.",2014-02-21,5,0,48,1,8,2,0,0,1,2,3,5,0,0,8080,16969.0,245.0,0.014438093,66.33,0.0,-39.06226444,Services
94,1499686,"AVIV REIT, INC.",2014-02-20,4,2,29,27,4,0,0,3,0,4,6,15,0,0,22635,2020.43,35.792,0.017715041,34.48,65.089,157.5087007,"Finance, Insurance, and Real Estate"
95,1015739,AWARE INC /MA/,2014-02-18,1,0,7,4,1,1,0,0,0,3,0,7,1,0,3540,55.893,4.583,0.08199595700000001,4.54,39.905,913.5462555,Services
96,805264,AXIALL CORP/DE/,2014-02-28,7,0,23,4,6,2,4,0,0,4,8,5,0,0,8821,5674.3,46.3,0.008159597,42.47,45.6,119.0722863,Manufacturing
97,1051627,AXT INC,2014-03-14,14,0,26,9,10,5,1,0,0,2,6,6,0,0,10746,161.517,-1.388,-0.008593523,2.8,0.177,-0.464285714,Manufacturing
98,1520697,"Acadia Healthcare Company, Inc.",2014-02-21,4,2,16,3,2,0,0,0,0,5,6,8,0,0,9201,2223.59,83.04,0.037345014,61.21,0.0,-22.67603333,Services
99,1578845,Actavis plc,2014-02-25,19,1,81,14,33,3,2,0,0,6,12,7,2,0,33355,52529.1,-1630.5,-0.031039938,257.41,0.0,-34.7344703,Manufacturing
100,718877,"Activision Blizzard, Inc.",2014-03-03,14,0,58,2,17,1,0,1,0,3,4,11,0,0,15511,14746.0,835.0,0.056625526,20.15,147.0,718.0148883,Services
101,1338042,"Aegerion Pharmaceuticals, Inc.",2014-03-03,7,0,52,25,19,1,0,0,0,8,7,7,0,0,26982,417.457,-39.385,-0.094345046,20.94,0.0,238.8729704,Manufacturing
102,894081,"Air Transport Services Group, Inc.",2014-03-10,1,0,11,0,3,0,0,0,1,1,1,1,0,0,4063,1031.629,29.86,0.028944514,8.56,0.0,-5.490654206,"Transportation, Communications, Electric, Gas, Sanitation"
103,1321834,Akers Biosciences Inc,2014-03-28,4,0,20,4,7,1,0,0,0,6,7,5,0,0,15214,16.651,-3.127,-0.187796529,3.99,0.016,#NAME?,
104,1344413,Alexza Pharmaceuticals Inc.,2014-03-25,11,0,29,13,23,2,0,0,0,7,8,16,1,0,23928,61.56,-36.732,-0.59668616,1.49,0.0,217.4496644,Manufacturing
105,1579241,Allegion plc,2014-03-10,6,0,32,27,5,2,2,0,0,2,2,2,0,0,16342,2015.9,175.2,0.086909073,55.46,30.7,35.03425893,Manufacturing
106,1163348,"Allied World Assurance Co Holdings, AG",2014-02-18,6,0,56,8,5,0,0,0,1,6,7,10,1,1,14219,12421.563,490.259,0.039468383,37.92,81.686,412.9113924,"Finance, Insurance, and Real Estate"
107,40729,Ally Financial Inc.,2014-03-03,3,2,32,2,1,0,0,0,0,3,2,6,0,0,9687,151828.0,1150.0,0.00757436,23.62,268.0,#NAME?,"nce, and Real Estate"
108,1556766,"Alon USA Partners, LP",2014-03-13,1,0,27,2,6,4,0,0,0,1,2,5,2,0,8870,770.2460000000002,169.135,0.21958569100000006,12.91,126.262,1007.064291,Manufacturing
109,1350653,"Alphatec Holdings, Inc.",2014-03-20,13,0,45,21,14,4,0,0,0,4,8,4,0,0,22585,344.923,-12.882,-0.037347466,1.41,0.0,42.55319149,Manufacturing
110,1555039,Altisource Residential Corp,2014-02-20,5,3,71,44,13,6,1,0,0,6,10,6,1,0,29597,2726.062,188.853,0.069276854,19.4,116.025,653.2731959,"Finance, Insurance, and Real Estate"
111,1488139,"Ameresco, Inc.",2014-03-17,1,0,36,3,3,1,2,2,0,6,1,4,0,0,12774,629.659,10.383,0.016489878,7.0,0.0,38.0    Construction,
112,1500217,"American Assets Trust, Inc.",2014-02-21,2,1,51,19,11,0,0,1,0,2,6,3,4,1,22170,1941.762,22.13,0.011396865,39.81,38.330999999999996,75.23486561,"Finance, Insurance, and Real Estate"
113,1516973,American Capital Mortgage Investment Corp.,2014-02-28,10,3,92,7,7,4,0,1,0,15,8,6,2,0,23989,7031.252,159.179,0.022638785,18.84,135.701,712.9564756,"Finance, Insurance, and Real Estate"
114,1117057,American Lorain CORP,2014-03-31,4,0,17,0,4,0,0,0,0,0,0,1,0,0,5688,336.542,3.753,0.011151654,0.95,0.0,-16.84210526,Manufacturing
115,1507385,"American Realty Capital Properties, Inc.",2014-02-27,9,0,66,3,16,0,0,1,1,8,5,1,5,0,23217,20515.139,-977.185,-0.047632385,9.05,918.0989999999999,10186.74033,"Finance, Insurance, and Real Estate"
116,1410636,"American Water Works Company, Inc.",2014-02-27,1,0,19,7,4,0,0,0,0,5,5,3,0,0,10756,15056.084,423.108,0.028102128,53.3,221.997,395.7917448,"Transportation, Communications, Electric, Gas, Sanitation"
117,1411906,"Ampio Pharmaceuticals, Inc.",2014-02-14,6,0,15,12,3,1,1,1,0,5,3,9,0,1,12150,70.268,-38.125,-0.542565606,3.43,0.0,107.8717201,Manufacturing
118,1411158,"Anacor Pharmaceuticals, Inc.",2014-03-17,13,0,37,5,19,3,0,2,1,5,4,10,1,0,22098,209.047,-87.146,-0.416872761,32.25,0.0,-47.96899225,Manufacturing
119,1467760,"Apollo Commercial Real Estate Finance, Inc.",2014-02-27,7,0,82,7,9,1,0,1,0,9,6,6,3,0,23930,1845.147,82.73899999999998,0.044841414,16.36,79.036,482.4327628,"Finance, Insurance, and Real Estate"
120,1405073,Approach Resources Inc,2014-02-25,11,0,32,32,4,2,0,0,0,2,9,2,0,0,18099,1401.427,56.172,0.040082002,6.39,0.0,202.0344288,Mining
121,1529377,Ares Commercial Real Estate Corp,2014-03-17,11,1,124,13,14,3,0,1,0,14,14,9,3,0,33981,1867.653,24.396,0.013062384,11.48,28.596999999999998,263.2142857,"Finance, Insurance, and Real Estate"
122,1209028,Arlington Asset Investment Corp.,2014-02-10,10,1,153,21,7,1,0,2,0,9,9,5,1,0,21262,4014.489,5.954,0.0014831279999999998,26.61,75.046,281.1950395,"Finance, Insurance, and Real Estate"
123,1428205,"Armour Residential REIT, Inc.",2014-02-27,9,4,60,6,4,2,0,0,1,7,8,8,1,0,20889,16285.798,-179.048,-0.010994118999999998,3.68,230.783,6280.244565,"Finance, Insurance, and Real Estate"
124,1437106,"Ascent Capital Group, Inc.",2014-02-27,2,0,35,20,9,0,0,0,0,1,2,2,0,0,15056,2192.363,-37.752,-0.017219776000000003,52.93,0.0,61.64745891,Services
125,1574085,"Ashford Hospitality Prime, Inc.",2014-03-31,2,0,50,27,15,1,0,0,0,5,4,7,3,1,47052,1229.508,1.939,0.001577054,17.16,5.031000000000001,35.37878788,"Finance, Insurance, and Real Estate"
126,1404296,Atlantic Coast Financial CORP,2014-03-14,4,5,92,4,3,0,0,0,1,5,3,2,3,0,28894,706.498,1.327,0.001878278,3.97,0.0,9.068010076,Retail Trade
127,1539894,"Atlas Financial Holdings, Inc.",2014-03-10,15,0,59,7,8,0,0,1,0,0,6,9,0,0,12282,283.911,17.702,0.062350525,16.32,0.094,-9.227941176,"Finance, Insurance, and Real Estate"
128,1323885,"AtriCure, Inc.",2014-03-11,6,0,33,10,9,4,0,1,0,8,2,4,0,0,13057,158.404,-16.211,-0.102339587,19.96,0.0,-6.412825651,Manufacturing
129,805928,"AxoGen, Inc.",2014-03-06,8,0,16,12,6,0,0,0,0,2,6,9,0,0,12272,16.401,-17.71,-1.079812207,3.59,0.0,25.06963788,Manufacturing
130,861361,B/E AEROSPACE INC,2014-02-24,4,0,19,64,5,4,1,0,0,0,3,2,3,0,15359,3199.9,104.3,0.032594769,58.02,0.0,50,Manufacturing
131,808362,BAKER HUGHES INC,2014-02-12,5,0,26,3,0,0,0,0,0,2,2,2,0,0,4528,28827.0,1719.0,0.059631595,56.07,279.0,496.1476726,Mining
132,9389,BALL CORP,2014-02-24,1,0,19,3,1,0,0,0,0,1,0,0,0,0,5137,7571.0,470.0,0.062078986,68.17,70.8,79.63913745,Manufacturing
133,1169770,"BANC OF CALIFORNIA, INC.",2014-03-17,4,2,170,23,5,3,0,0,0,5,6,12,0,0,28186,5971.571,30.318,0.005077056,11.47,16.045,156.8003487,Retail Trade
134,70858,BANK OF AMERICA CORP /DE/,2014-02-25,13,4,120,3,9,0,1,0,0,5,30,15,3,1,15824,2104534.0,4833.0,0.00229647,17.89,2306.0,12876.91448,Retail Trade
135,946673,BANNER CORP,2014-03-04,6,3,46,1,1,2,0,0,0,5,3,4,3,0,7938,4723.899,54.165,0.011466164,43.02,14.092,36.94095769,Retail Trade
136,9892,BARD C R INC /NJ/,2014-02-19,5,0,16,5,4,0,1,0,0,0,3,2,0,0,5978,5092.6,294.5,0.057829007,166.62,66.4,20.23766655,Manufacturing
