,cik,company_name,date,uncertain,unemploy,risk,believe,anticipate,fluctuate,indefinite,likelihood,unlikely,likely,possible,predict,recession,pandemic,total words,at,ni,roa,prcc_f,dvt,Stock Return,Industry
56,5272,AMERICAN INTERNATIONAL GROUP INC,2012-02-23,8,2,81,3,5,0,0,1,0,2,8,15,0,1,16793,548633.0,3438.0,0.006266484,35.3,0.0,-34.2776204,"Finance, Insurance, and Real Estate"
57,1108236,AMERICAN RIVER BANKSHARES,2012-03-02,16,7,81,4,9,2,0,0,0,3,7,3,1,0,19292,596.389,3.207,0.0053773630000000005,6.91,0.0,-34.15340087,Retail Trade
58,744825,AMERICAN SHARED HOSPITAL SERVICES,2012-03-30,1,0,2,1,0,0,0,0,0,0,0,0,0,0,1748,73.32300000000002,0.038,0.000518255,2.73,0.0,-2.534798535,Services
59,1056903,AMERICAN STATES WATER CO,2012-03-12,1,0,27,4,8,1,0,0,1,0,2,2,0,0,8296,1280.943,54.148,0.042271982,47.98,24.13,23.03042935,"Transportation, Communications, Electric, Gas, Sanitation"
60,5981,AMERICAN VANGUARD CORP,2012-03-09,1,0,4,1,2,1,1,0,0,0,3,0,0,0,2454,399.89,36.867,0.092192853,31.07,6.148,-37.27711619,Manufacturing
61,820027,AMERIPRISE FINANCIAL INC,2012-02-24,11,2,62,6,2,2,0,3,0,0,4,11,1,1,13081,134729.0,1029.0,0.007637554,62.63,251.0,380.0255469,"Finance, Insurance, and Real Estate"
62,912145,AMERISTAR CASINOS INC,2012-02-28,2,1,14,17,5,0,0,0,0,4,3,2,0,0,23520,2074.274,76.335,0.036800828,26.24,16.448,28.57469512,Services
63,1037868,AMETEK INC/,2012-02-23,0,0,9,5,4,0,0,0,0,1,3,1,0,0,2384,5190.056,459.132,0.088463785,37.57,53.083,153.3484163,Manufacturing
64,1178879,AMICUS THERAPEUTICS INC,2012-02-28,7,0,34,43,15,0,0,0,2,16,10,8,0,0,32150,110.088,-48.785,-0.443145484,2.68,0.0,28.35820896,Manufacturing
65,1142750,AMN HEALTHCARE SERVICES INC,2012-03-09,3,4,17,2,3,0,5,0,0,2,1,1,0,0,4561,517.386,17.070999999999998,0.032994708,11.55,0.0,-61.64502165,Services
66,820313,AMPHENOL CORP /DE/,2012-02-24,2,0,10,2,4,0,0,0,0,0,0,0,1,0,2453,5215.463,555.317,0.106475111,64.7,67.67699999999999,74.75579598,Manufacturing
67,773910,ANADARKO PETROLEUM CORP,2012-02-21,10,0,36,4,2,1,0,0,0,4,4,4,0,0,9157,52589.0,2391.0,0.045465782,74.31,181.0,246.2925582,Mining
68,6292,ANALYSTS INTERNATIONAL CORP,2012-02-23,4,0,8,2,3,0,0,0,0,1,1,1,0,0,2032,24.719,0.33,0.013350055,3.1719999999999997,0.0,75.91424968,Services
69,898437,ANIKA THERAPEUTICS INC,2012-03-13,9,0,33,11,11,0,0,1,0,3,2,7,2,0,13310,142.069,11.757,0.082755562,9.94,0.0,-1.408450704,Manufacturing
70,874214,ANN INC.,2012-03-09,1,1,15,2,3,0,0,0,0,2,1,4,1,0,4822,942.205,102.585,0.10887758,30.84,0.0,-21.33592737,Retail Trade
71,1013462,ANSYS INC,2012-02-23,6,0,16,7,13,1,1,2,0,1,8,7,0,0,10011,2607.417,203.483,0.078040068,67.34,0.0,-14.93911494,Services
72,1468516,AOL Inc.,2012-02-24,8,0,22,17,10,2,0,0,0,2,0,2,0,0,15591,2797.3,1048.4,0.374789976,29.61,446.6,1459.270517,Services
73,922864,APARTMENT INVESTMENT & MANAGEMENT CO,2012-02-23,3,1,15,5,4,0,0,0,0,0,0,1,0,0,5752,6401.38,132.45600000000002,0.020691788,27.06,153.894,553.3776792,"Finance, Insurance, and Real Estate"
74,896622,APTARGROUP INC,2012-02-24,3,0,5,2,0,0,0,0,0,0,0,0,0,0,1669,2324.4120000000007,162.612,0.069958338,47.72,58.442,131.7937972,Manufacturing
75,7039,ARABIAN AMERICAN DEVELOPMENT CO,2012-03-09,4,0,20,2,5,0,1,0,0,1,7,6,2,0,4575,120.376,10.321,0.085739682,8.31,0.0,2.045728039,Manufacturing
76,1253986,ARBOR REALTY TRUST INC,2012-03-02,1,0,91,6,7,1,0,2,1,10,7,3,1,0,17718,1701.881,21.501,0.012633668,5.99,8.031,92.83806344,"Finance, Insurance, and Real Estate"
77,947484,ARCH CAPITAL GROUP LTD.,2012-02-29,16,0,204,28,8,6,1,4,0,6,14,21,1,0,46651,17816.762,593.3969999999998,0.033305547000000005,44.02,25.079,41.54702408,"Finance, Insurance, and Real Estate"
78,1080709,ARENA PHARMACEUTICALS INC,2012-03-15,12,0,50,19,4,2,0,4,0,4,8,9,0,0,17516,261.206,-85.477,-0.327239803,9.02,2.824,-47.96008869,Manufacturing
79,884731,ARIAD PHARMACEUTICALS INC,2012-02-29,5,0,20,6,2,0,0,0,0,2,3,4,0,0,9731,180.193,-220.872,-1.225752388,19.18,0.0,-36.13138686,Manufacturing
80,7431,ARMSTRONG WORLD INDUSTRIES INC,2012-02-27,2,0,13,6,0,1,0,0,0,1,2,1,0,0,5808,2854.3,131.3,0.046000771,50.73,508.2,988.2515277,Manufacturing
81,7536,ARROW ELECTRONICS INC,2012-02-01,2,0,17,4,2,0,0,0,0,0,0,0,1,0,4940,10785.687,506.332,0.046944808,38.08,0.0,-1.759453782,Wholesale Trade
82,863110,ARTESIAN RESOURCES CORP,2012-03-15,3,0,15,8,2,0,0,0,0,0,6,2,0,0,10903,391.714,9.846,0.00045384,22.43,6.85,12600136.36,"Transportation, Communications, Electric, Gas, Sanitation"
83,1520300,ASB Bancorp Inc,2012-03-27,1,14,48,3,4,1,0,0,0,3,2,5,9,0,16543,749.3539999999998,0.862,0.001150324,15.32,0.0,-23.62989556,Retail Trade
84,1232582,ASHFORD HOSPITALITY TRUST INC,2012-02-28,1,0,54,2,5,1,0,0,0,6,4,7,1,0,13489,3464.7290000000007,-53.78,-0.015522138,10.51,63.795,583.1113225,"Finance, Insurance, and Real Estate"
85,1264707,ASSET ACCEPTANCE CAPITAL CORP,2012-03-06,1,2,4,5,5,2,0,0,0,1,2,3,2,0,5641,424.73800000000006,10.918,0.025705258,4.5,0.0,-13.11111111,"Finance, Insurance, and Real Estate"
86,7789,ASSOCIATED BANC-CORP,2012-02-28,6,2,83,7,6,1,0,2,0,12,8,5,4,0,17643,23487.735,178.97299999999996,0.0076198490000000015,13.12,44.833999999999996,326.8597561,Retail Trade
87,1267238,ASSURANT INC,2012-02-23,4,4,93,4,7,3,0,3,0,4,8,4,1,1,15312,28946.607000000004,483.705,0.016710249,34.7,69.393,218.3083573,"Finance, Insurance, and Real Estate"
88,792987,ASTEC INDUSTRIES INC,2012-02-29,1,0,4,1,0,3,0,0,0,4,1,1,0,0,3232,724.565,40.207,0.055491226,33.36,22.79,64.86810552,Manufacturing
89,8063,ASTRONICS CORP,2012-03-07,0,0,11,2,1,2,0,0,0,3,1,1,0,0,3274,211.989,21.874,0.103184599,22.88,0.024,56.61713287,Manufacturing
90,1368148,"ATHERSYS, INC / NEW",2012-03-28,9,0,11,2,1,0,1,0,0,2,3,2,0,0,9643,27.603,-14.735,-0.5338187879999999,1.06,0.0,63.20754717,Manufacturing
91,879585,ATLANTIC TELE NETWORK INC /DE,2012-03-15,2,1,22,8,4,0,0,0,0,2,1,3,0,0,6334,910.875,48.932,0.053719775,36.71,14.943,47.07981476,"Transportation, Communications, Electric, Gas, Sanitation"
92,1092914,ATLAS PIPELINE PARTNERS LP,2012-02-24,7,0,60,16,11,1,0,0,0,4,1,7,2,0,20416,3065.638,62.049,0.020240159,31.57,131.101,432.9458347,"Transportation, Communications, Electric, Gas, Sanitation"
93,1041577,ATMI INC,2012-02-17,5,0,7,1,6,1,0,0,0,1,2,1,0,0,3795,599.153,42.33,0.070649734,20.88,0.0,-4.070881226,Manufacturing
94,1023364,AUTOBYTEL INC,2012-03-01,8,1,28,23,4,3,0,1,0,3,4,2,1,0,14171,40.767,1.3869999999999998,0.034022616,3.98,0.0,-82.4120603,Services
95,1034670,AUTOLIV INC,2012-02-23,4,0,62,6,4,0,0,1,0,7,12,7,3,0,10885,6570.3,483.1,0.073527845,67.39,185.2,254.1920166,Manufacturing
96,1182129,AUXILIUM PHARMACEUTICALS INC,2012-02-29,4,0,44,13,4,0,0,0,1,0,9,8,0,0,15219,327.392,85.944,0.262510996,18.5394,0.0,7.500782118,Manufacturing
97,1061069,AVALON HOLDINGS CORP,2012-03-15,1,0,1,6,2,0,0,0,0,0,0,1,0,0,2733,50.155,-0.326,-0.00649985,3.8199,0.0,-24.13413964,"Transportation, Communications, Electric, Gas, Sanitation"
98,1325879,AVEO PHARMACEUTICALS INC,2012-03-30,15,1,25,14,14,2,0,2,2,4,9,11,0,0,18022,207.469,-114.394,-0.55137876,8.05,0.0,113.6645963,Manufacturing
99,896841,"AVID TECHNOLOGY, INC.",2012-02-29,10,0,23,2,5,3,0,0,0,3,3,9,0,0,6312,294.361,92.891,0.315568299,7.58,0.0,12.532981530343    M,anufacturing
100,104918,AVISTA CORP,2012-02-28,0,0,13,0,1,0,0,0,0,2,0,2,0,0,3174,4313.179,78.21,0.018132797,24.11,68.55199999999999,291.1323102,"Transportation, Communications, Electric, Gas, Sanitation"
101,1015739,AWARE INC /MA/,2012-02-21,5,0,35,4,1,5,0,0,0,0,4,10,1,0,4280,85.854,72.307,0.8422088659999999,5.48,66.024,1159.562044,Services
102,1214816,AXIS CAPITAL HOLDINGS LTD,2012-02-22,12,0,331,10,6,0,0,0,3,2,12,6,3,0,26230,18852.344,547.241,0.029027743,34.64,190.835,543.1726328,"Finance, Insurance, and Real Estate"
103,1393066,AbitibiBowater Inc.,2012-02-29,3,2,15,8,0,0,1,1,0,1,4,5,0,0,16064,6324.0,-2.0,-0.000316256,13.24,0.0,9.894259819,Manufacturing
104,1472595,"Accretive Health, Inc.",2012-02-29,3,0,15,1,9,2,0,0,0,2,3,6,0,0,8745,557.377,-119.74,-0.21482766600000006,11.58,0.0,98.44559585,Services
105,1338042,"Aegerion Pharmaceuticals, Inc.",2012-03-15,6,0,33,21,16,0,0,2,0,11,5,6,0,0,21001,85.089,-62.265,-0.731763213,25.3797,0.0,-34.04177354,Manufacturing
106,894081,"Air Transport Services Group, Inc.",2012-03-05,0,0,6,0,2,0,0,0,1,1,1,2,0,0,3562,1035.611,40.874,0.039468488,4.01,0.0,17.70573566,"Transportation, Communications, Electric, Gas, Sanitation"
107,1344413,Alexza Pharmaceuticals Inc.,2012-03-12,15,0,30,10,14,0,0,0,0,5,6,9,1,0,17848,40.551,-27.978,-0.689945994,4.95,0.0,-83.23232323,Manufacturing
108,817135,"Alliance HealthCare Services, Inc",2012-03-15,3,3,38,47,4,4,0,0,0,6,17,12,4,0,25437,560.141,-11.938,-0.021312491,6.38,0.0,-80.2507837,Services
109,1163348,"Allied World Assurance Co Holdings, AG",2012-02-29,6,0,67,11,5,1,0,0,1,3,11,19,2,2,18713,12029.946000000002,493.007,0.040981647,78.8,53.523,47.78299492,"Finance, Insurance, and Real Estate"
110,1301063,"Alpha Natural Resources, Inc.",2012-02-29,12,0,34,14,24,0,1,2,0,6,11,11,2,1,41139,13089.806,-2437.148,-0.186186717,9.74,0.0,109.7535934,Mining
111,1462418,Altisource Portfolio Solutions S.A.,2012-02-16,3,0,16,0,0,0,0,0,0,0,1,0,0,0,3008,429.226,110.627,0.257736018,86.655,0.0,-42.09220472,Services
112,1488139,"Ameresco, Inc.",2012-03-15,1,0,42,6,7,4,2,1,0,10,1,5,0,0,20006,675.472,18.36,0.027180993,9.81,0.0,39.85728848,Construction
113,1423689,American Capital Agency Corp,2012-02-23,9,1,59,6,4,4,0,0,0,6,8,3,1,0,18234,100453.0,1277.0,0.012712413,28.9,1528.0,5284.359862,"Finance, Insurance, and Real Estate"
114,1117057,American Lorain CORP,2012-03-30,5,0,18,0,5,0,0,0,0,0,0,1,0,0,5881,250.365,20.423,0.081572904,1.2801,0.0,24.99023514,Manufacturing
115,1305168,American Reprographics CO,2012-03-08,3,0,14,15,3,0,0,1,0,2,0,3,3,0,6334,415.839,-31.968000000000004,-0.076875906,2.56,0.0,79.296875,Services
116,351569,Ameris Bancorp,2012-02-27,5,1,91,6,14,2,0,0,0,6,5,12,0,0,20527,3019.052,14.436,0.004781633,12.49,3.577,10.9447558,Retail Trade
117,1365555,"Amtrust Financial Services, Inc.",2012-03-15,17,0,195,27,11,7,0,1,0,7,17,13,2,0,39136,7417.236999999999,177.987,0.023996402000000003,28.69,24.91,69.60613454,"Finance, Insurance, and Real Estate"
118,1491778,"Angie's List, Inc.",2012-03-15,2,0,22,11,11,1,0,0,0,2,3,4,0,0,14256,96.229,-52.894,-0.54966798,11.99,0.0,34.27856547,Services
119,1467760,"Apollo Commercial Real Estate Finance, Inc.",2012-03-02,4,0,77,8,9,1,0,1,0,10,7,6,3,0,23867,788.43,40.181,0.050963307,16.23,39.607,224.935305,"Finance, Insurance, and Real Estate"
120,1515980,"Apollo Residential Mortgage, Inc.",2012-03-08,5,1,72,12,5,1,0,1,0,11,11,11,2,0,27695,4487.9209999999985,172.75599999999997,0.038493547,20.19,77.065,357.2808321,"Finance, Insurance, and Real Estate"
121,1091748,"Argo Group International Holdings, Ltd.",2012-02-29,17,0,283,16,15,3,2,2,0,2,15,14,3,0,32884,6688.9,52.3,0.007818924,33.59,12.3,22.83417684,"Finance, Insurance, and Real Estate"
122,1428205,"Armour Residential REIT, Inc.",2012-03-06,8,1,60,5,4,2,0,0,1,6,7,4,1,0,15029,20878.878,222.306,0.010647411,6.47,270.726,4193.292117,"Finance, Insurance, and Real Estate"
123,1437106,"Ascent Capital Group, Inc.",2012-02-29,2,1,29,21,8,0,0,0,0,1,2,2,2,0,13700,1707.88,-28.603,-0.016747664,61.94,0.0,-18.11430417,Services
124,1167419,"AspenBio Pharma, Inc.",2012-03-16,7,0,6,1,4,0,0,0,0,2,2,4,0,0,4650,16.615,-9.212,-0.55443876,2.56,0.0,-62.109375    Servic,es
125,1404296,Atlantic Coast Financial CORP,2012-03-28,2,4,83,9,5,0,0,0,1,11,3,3,2,0,30830,772.6189999999998,-6.667000000000002,-0.008629091,2.01,0.0,41.79104478,Retail Trade
126,1323885,"AtriCure, Inc.",2012-03-12,5,0,31,13,8,4,0,1,0,8,1,3,0,0,12715,32.431,-7.534,-0.232308594,6.9,0.0,60.86956522,Manufacturing
127,1278027,"B&G Foods, Inc.",2012-02-28,4,0,22,3,14,0,6,0,0,1,0,0,0,0,6967,1191.968,59.26,0.0497161,28.31,54.433,177.2977746,Manufacturing
128,808362,BAKER HUGHES INC,2012-02-24,2,0,22,2,0,0,0,0,0,2,2,2,1,0,4491,26689.0,1311.0,0.049121361,40.8477,263.0,662.9315726,Mining
129,9389,BALL CORP,2012-02-22,1,0,18,3,0,0,0,0,0,1,0,0,0,0,4486,7507.1,403.5,0.053749118,44.75,60.3,114.547486,Manufacturing
130,760498,BANCFIRST CORP /OK/,2012-03-15,3,2,26,1,4,1,0,0,1,2,3,3,1,0,5626,6022.25,51.9,0.008618041,42.36,17.061,28.89754485,Retail Trade
131,70858,BANK OF AMERICA CORP /DE/,2012-02-23,14,5,129,5,10,0,1,0,0,11,28,14,2,1,19063,2209974.0,4188.0,0.001895045,11.61,1865.0,16011.62791,Retail Trade
132,934547,BANK OF KENTUCKY FINANCIAL CORP,2012-03-09,8,0,25,1,4,1,0,0,0,1,1,4,2,0,5546,1844.104,18.145,0.009839467,24.73,5.894,4.909017388,Retail Trade
133,921768,BANKATLANTIC BANCORP INC,2012-03-30,7,3,86,11,15,0,0,0,1,9,2,4,1,0,26979,470.703,235.762,0.5008720999999999,6.7,0.0,-49.55223881,Retail Trade
134,743367,BAR HARBOR BANKSHARES,2012-03-15,7,4,48,3,0,0,0,1,0,0,0,1,2,0,4652,1302.935,12.466,0.00956763,33.65,4.565,2.659732541,Retail Trade
135,9984,BARNES GROUP INC,2012-02-21,5,0,26,4,7,0,0,0,0,1,1,0,1,0,7415,1868.596,95.249,0.050973565,22.46,21.662,103.7934105,Manufacturing
136,1109189,BASIC ENERGY SERVICES INC,2012-02-24,2,0,12,2,3,0,0,0,0,1,1,0,0,0,6287,1595.918,20.854,0.013067087,11.41,0.0,72.65556529,Mining
