,cik,company_name,date,uncertain,unemploy,risk,believe,anticipate,fluctuate,indefinite,likelihood,unlikely,likely,possible,predict,recession,pandemic,total words,at,ni,roa,prcc_f,dvt,Stock Return,Industry
38,897448,AMARIN CORP PLC\UK,2011-03-16,7,0,21,8,9,0,0,0,0,4,7,3,0,0,15100,126.379,-69.126,-0.546973785,7.49,0.0,9.492656876,Manufacturing
39,1047919,AMBIENT CORP /NY,2011-02-23,0,0,10,1,3,1,0,0,0,4,2,0,2,0,2509,21.874,10.05,0.459449575,4.63,0.0,"-    Transportation,","Communications, Electric, Gas, Sanitation"
40,896262,AMEDISYS INC,2011-02-22,4,0,30,19,4,0,0,0,0,6,9,7,0,0,16789,858.285,-382.464,-0.445614219,10.91,0.0,207.0577452,Services
41,855574,AMERIANA BANCORP,2011-03-31,2,3,58,9,5,2,0,0,1,4,5,2,4,0,24428,429.791,1.142,0.002657105,3.96,0.12,5.3030303030303    R,etail Trade
42,1336545,"AMERICAN APPAREL, INC",2011-03-31,5,1,20,4,7,4,0,0,0,2,4,9,1,0,12930,324.721,-39.314,-0.121070088,0.72,0.0,130.5555556,Manufacturing
43,4611,AMERICAN BILTRITE INC,2011-03-23,1,0,3,4,3,0,0,0,0,6,4,0,0,0,6123,120.4,-1.654,-0.013737542,4.8,0.0,46.25    Manufacturi,ng
44,817473,"AMERICAN CAPITAL, LTD",2011-02-28,4,0,27,0,1,2,0,0,0,1,0,2,5,0,7472,5961.0,974.0,0.163395403,6.73,0.0,12.33283804,"Finance, Insurance, and Real Estate"
45,1039828,AMERICAN EQUITY INVESTMENT LIFE HOLDING CO,2011-03-10,5,1,23,2,2,0,0,0,0,3,1,2,1,0,6145,30874.719,86.24799999999998,0.002793483,10.4,6.916,87.17307692,"Finance, Insurance, and Real Estate"
46,5272,AMERICAN INTERNATIONAL GROUP INC,2011-02-24,6,2,76,4,5,0,0,0,0,0,8,15,0,1,16411,555773.0,17798.0,0.032023866,23.2,812.0,3648.362069,"Finance, Insurance, and Real Estate"
47,1201792,AMERICAN PUBLIC EDUCATION INC,2011-02-18,8,0,27,43,7,3,0,2,0,1,7,17,0,0,41857,198.891,40.757,0.204921289,43.28,0.0,-13.95563771,Services
48,1108236,AMERICAN RIVER BANKSHARES,2011-03-04,13,5,83,4,10,2,0,0,0,3,6,2,1,0,20430,581.518,2.504,0.004305972,4.55,0.0,31.86813187,Retail Trade
49,1121783,AMERICAN SPECTRUM REALTY INC,2011-03-31,5,1,28,4,8,0,0,0,0,0,3,2,3,0,4269,496.767,3.999,0.008050052,4.85,0.24,266.185567,"Finance, Insurance, and Real Estate"
50,1053507,AMERICAN TOWER CORP /MA/,2011-02-28,3,0,18,4,5,0,0,0,0,2,5,1,0,0,5361,12232.43,396.462,0.032410731,60.01,137.765,215.6223963,"Finance, Insurance, and Real Estate"
51,903129,AMERIGON INC,2011-02-17,3,0,17,7,6,3,0,0,0,2,3,0,0,0,5498,377.807,10.344,0.027379059,14.26,8.228,33.99719495,Manufacturing
52,1018979,AMERISAFE INC,2011-03-07,6,1,19,6,3,5,0,0,0,5,2,6,0,0,6319,1148.509,24.125,0.021005495,23.25,0.0,-24.7311828,"Finance, Insurance, and Real Estate"
53,1132651,AMES NATIONAL CORP,2011-03-10,5,0,14,2,0,0,0,2,0,0,2,2,1,0,2501,1035.564,13.921,0.013442916,19.5,4.876,36.13333333,Retail Trade
54,1142750,AMN HEALTHCARE SERVICES INC,2011-03-11,2,5,14,1,1,0,7,0,0,1,1,2,2,0,5561,535.631,-26.265,-0.049035623,4.43,0.0,38.60045147,Services
55,6176,AMPCO PITTSBURGH CORP,2011-03-16,3,0,7,3,2,0,0,0,0,0,3,2,0,0,1209,531.632,21.309,0.040082237,19.34,7.433,83.46949328,Manufacturing
56,881464,AMYLIN PHARMACEUTICALS INC,2011-02-25,7,0,20,8,4,3,0,0,0,7,2,5,0,0,9405,1870.199,-543.399,-0.29055678,11.38,0.0,29.26186292,Manufacturing
57,773910,ANADARKO PETROLEUM CORP,2011-02-23,11,1,39,3,2,1,0,1,0,5,7,6,1,0,11871,51779.0,-2649.0,-0.051159737,76.33,181.0,236.9055417,Mining
58,6292,ANALYSTS INTERNATIONAL CORP,2011-02-24,4,0,8,2,3,0,0,0,0,1,1,1,0,0,2159,26.192,3.294,0.12576359199999998,5.58,0.0,-56.62903226,Services
59,874214,ANNTAYLOR STORES CORP,2011-03-11,2,1,11,2,2,0,0,0,0,2,0,4,1,0,4426,887.681,86.566,0.097519266,24.26,0.0,-8.821104699,Retail Trade
60,1047884,ANWORTH MORTGAGE ASSET CORP,2011-02-25,3,0,55,3,4,0,0,0,0,5,7,5,0,0,12498,8813.769,122.876,0.013941368,6.28,128.554,2058.503185,"Finance, Insurance, and Real Estate"
61,311471,APCO OIL & GAS INTERNATIONAL INC,2011-03-10,8,0,44,3,8,0,0,0,0,1,3,3,0,0,9049,282.996,31.746,0.112178264,81.72,2.355,-26.75599608,Mining
62,7039,ARABIAN AMERICAN DEVELOPMENT CO,2011-03-18,4,0,15,2,5,0,1,0,0,1,7,6,2,0,4417,110.612,8.43,0.076212346,8.48,0.0,-47.87735849,Manufacturing
63,907654,"ARCA biopharma, Inc.",2011-03-09,8,0,23,9,13,1,1,4,1,8,7,7,0,0,17717,6.502000000000002,-5.364,-0.82497693,1.0,0.0,217.0    Manufacturi,ng
64,225051,ARDEN GROUP INC,2011-03-10,2,2,3,1,2,0,0,0,0,0,0,1,1,0,2668,135.063,17.005,0.000600144,90.01,3.094,7273790.142,Retail Trade
65,1287750,ARES CAPITAL CORP,2011-03-01,3,0,60,4,6,6,0,2,0,4,8,4,4,0,15658,5387.437,319.453,0.05929591400000001,15.45,288.99,1877.152104,"Finance, Insurance, and Real Estate"
66,916529,AROTECH CORP,2011-03-30,1,0,28,2,4,0,0,0,0,0,1,0,2,0,8155,81.102,-11.527,-0.14212966400000002,1.2,0.0,39.16666667,Manufacturing
67,819689,ARRHYTHMIA RESEARCH TECHNOLOGY INC /DE/,2011-03-23,2,1,6,0,0,3,0,0,0,2,1,2,1,0,2540,19.227,-1.337,-0.069537629,3.259,0.345,82.10800859,Manufacturing
68,863110,ARTESIAN RESOURCES CORP,2011-03-15,3,0,14,10,2,0,0,0,1,0,6,2,0,0,11617,378.737,6.746,0.000438805,18.83,6.191,13941358.2,"Transportation, Communications, Electric, Gas, Sanitation"
69,1144980,ASBURY AUTOMOTIVE GROUP INC,2011-02-28,9,3,20,26,3,0,0,0,0,1,2,1,2,0,15941,1419.4,67.9,0.047837114000000014,21.56,0.0,-14.28571429,Retail Trade
70,1264707,ASSET ACCEPTANCE CAPITAL CORP,2011-03-04,1,3,4,5,5,1,0,0,0,1,2,3,2,0,5563,396.04,12.025,0.030363095,3.91,0.0,51.66240409,"Finance, Insurance, and Real Estate"
71,1267238,ASSURANT INC,2011-02-23,4,4,87,3,4,3,0,2,0,4,5,5,0,1,13758,27115.445,545.839,0.020130188,41.06,67.385,157.9274233,"Finance, Insurance, and Real Estate"
72,945989,ASTEA INTERNATIONAL INC,2011-03-24,2,0,9,3,2,0,0,0,0,1,5,2,0,0,4951,16.727999999999998,0.6729999999999999,0.040231946,3.35,0.3,-10.14925373,Services
73,1419242,ATLANTIC POWER CORP,2011-03-18,0,0,26,3,3,0,0,0,0,2,5,4,0,0,7907,3248.427,-38.408,-0.011823569,14.3,85.72,602.6573427,"Transportation, Communications, Electric, Gas, Sanitation"
74,1092914,ATLAS PIPELINE PARTNERS LP,2011-02-25,6,0,60,14,11,1,0,0,0,4,3,8,2,0,20302,1930.812,289.197,0.149779989,37.15,100.70200000000001,237.4751009,"Transportation, Communications, Electric, Gas, Sanitation"
76,1138830,AUTHENTEC INC,2011-03-17,7,0,24,24,12,1,0,0,0,6,3,6,0,0,14785,67.148,-10.868,-0.16185143300000002,3.21,0.0,-22.11838006,Manufacturing
77,769397,AUTODESK INC,2011-03-18,2,0,33,15,9,5,0,0,0,9,7,3,0,0,13655,3227.8,285.3,0.08838837599999999,36.0,0.0,13.0    Services,
78,350698,"AUTONATION, INC.",2011-02-15,2,3,7,6,1,2,1,0,0,2,0,3,1,0,5172,6198.8,281.4,0.045395883,36.87,0.0,-23.51505289,Retail Trade
79,1061069,AVALON HOLDINGS CORP,2011-03-11,1,0,1,6,2,0,0,0,0,0,0,1,0,0,2660,53.367,0.7759999999999999,0.014540821,2.898,0.0,-5.793650794,"Transportation, Communications, Electric, Gas, Sanitation"
80,39677,AVATAR HOLDINGS INC,2011-03-16,4,0,12,4,6,0,0,0,1,1,2,3,0,0,3777,409.056,-165.88099999999997,-0.405521493,7.18,0.0,176.0445682,Construction
81,873303,AVI BIOPHARMA INC,2011-03-15,10,0,15,36,7,6,0,1,1,5,7,14,0,5,24355,54.368,-2.318,-0.042635374,0.745,0.0,184.5637584,Manufacturing
82,723612,"AVIS BUDGET GROUP, INC.",2011-02-24,0,0,33,4,6,3,0,0,2,2,3,2,1,0,8309,12938.0,-29.0,-0.002241459,10.72,0.0,45.14925373,Services
83,8868,AVON PRODUCTS INC,2011-02-24,3,0,24,1,11,0,0,1,0,0,2,4,4,2,6098,7735.0,512.7,0.06628312900000001,17.47,398.3,2346.250716,Manufacturing
84,1113232,AXCELIS TECHNOLOGIES INC,2011-03-14,1,0,9,3,5,5,0,0,0,2,1,3,0,0,3624,269.245,5.077,0.018856432,1.33,0.0,160.1503759,Manufacturing
85,1051627,AXT INC,2011-03-16,11,0,24,9,7,3,1,0,0,2,6,6,0,0,10374,162.488,20.32,0.12505538900000002,4.17,0.177,154.6043165,Manufacturing
86,1299704,"Advance America, Cash Advance Centers, Inc.",2011-03-10,6,1,20,32,2,4,0,0,1,10,6,7,0,0,17936,485.924,67.623,0.139163738,8.95,15.517999999999999,136.4022346,"Finance, Insurance, and Real Estate"
87,894081,"Air Transport Services Group, Inc.",2011-03-08,0,0,6,0,2,0,0,0,1,0,1,1,0,0,2971,993.719,23.192,0.02333859,4.72,0.0,67.37288136,"Transportation, Communications, Electric, Gas, Sanitation"
88,1362468,Allegiant Travel CO,2011-03-11,2,1,9,1,1,1,0,0,0,5,6,10,0,0,4129,706.743,49.398,0.06989528,53.34,0.0,-7.686539183,"Transportation, Communications, Electric, Gas, Sanitation"
89,1344980,"Alliance Holdings GP, L.P.",2011-03-08,7,0,37,11,9,4,0,0,1,7,13,7,0,0,28429,1734.477,214.143,0.123462577,51.98,136.188,254.6017699,Mining
90,1350653,"Alphatec Holdings, Inc.",2011-03-04,12,0,38,16,15,4,0,0,0,5,4,7,1,0,18590,366.692,-22.181,-0.060489457,1.72,0.0,56.97674419,Manufacturing
91,1500217,"American Assets Trust, Inc.",2011-03-30,2,1,53,18,11,0,0,1,1,3,6,3,4,1,23444,1709.281,2.917,0.001706566,20.51,31.406,#NAME?,"nce, and Real Estate"
92,1117057,American Lorain CORP,2011-03-31,6,0,18,0,5,0,0,0,0,0,0,1,0,0,6090,218.698,19.887,0.090933616,1.6,0.0,63.125,Manufacturing
93,351569,Ameris Bancorp,2011-03-16,4,1,83,6,16,2,0,0,0,5,7,10,2,0,20224,2994.307,21.093000000000004,0.007044368000000001,10.28,3.241,34.05642023,Retail Trade
94,1365555,"Amtrust Financial Services, Inc.",2011-03-15,15,0,162,29,10,6,0,1,0,6,12,14,2,0,34823,5682.554,170.43400000000003,0.0299925,23.75,20.371,59.45684211,"Finance, Insurance, and Real Estate"
95,1469606,Andatee China Marine Fuel Services Corp,2011-03-31,22,0,19,5,2,2,0,1,0,2,3,3,0,0,10909,148.539,4.849,0.032644625,3.17,0.0,73.49842271,Wholesale Trade
96,1470699,"Archipelago Learning, Inc.",2011-03-11,7,0,16,3,7,6,0,0,0,5,2,6,1,0,10915,286.344,11.945,0.041715559,9.67,0.0,1.447776629,Services
97,1209028,Arlington Asset Investment Corp.,2011-02-11,3,0,36,4,4,1,0,0,0,3,3,3,1,0,9012,955.06,15.173,0.01588696,21.33,26.159000000000002,135.1101735,"Finance, Insurance, and Real Estate"
98,1350102,"Ascent Solar Technologies, Inc.",2011-02-28,5,0,24,8,9,1,0,2,0,3,2,6,2,0,10244,61.425,-105.744,-1.721514042,0.39,0.0,761.5384615,Manufacturing
99,1278027,"B&G Foods, Inc.",2011-03-01,4,0,22,3,13,0,6,0,0,1,0,0,0,0,6908,1132.923,50.243,0.044348115,24.07,41.11,127.8354799,Manufacturing
100,9326,BALCHEM CORP,2011-02-28,3,0,17,10,3,2,0,1,0,0,0,2,1,0,5129,271.717,38.765,0.029135428,40.54,5.237,178061.371,Manufacturing
101,760498,BANCFIRST CORP /OK/,2011-03-15,3,2,26,1,4,1,0,0,1,1,7,3,3,0,5455,5608.825,45.621,0.008133789,37.54,15.787,51.77677144,Retail Trade
102,1123270,BANK MUTUAL CORP,2011-03-04,2,3,75,14,3,1,1,0,0,4,5,3,0,0,20733,2498.484,-47.565,-0.019037544,3.18,2.88,140.8805031,Retail Trade
103,934547,BANK OF KENTUCKY FINANCIAL CORP,2011-03-11,6,0,24,1,4,1,0,0,0,1,0,2,2,0,5857,1744.724,16.489,0.009450778,20.05,5.1339999999999995,22.41396509,Retail Trade
104,946673,BANNER CORP,2011-03-11,6,1,132,10,8,2,0,1,0,7,4,2,0,0,28419,4257.312,5.457000000000002,0.001281795,17.15,9.574,-30.64723032,Retail Trade
105,9892,BARD C R INC /NJ/,2011-02-24,5,0,13,5,3,0,1,0,0,0,3,2,0,0,5063,3931.1,328.0,0.083437206,85.5,65.6,84.05847953,Manufacturing
106,10329,BASSETT FURNITURE INDUSTRIES INC,2011-02-03,3,1,12,13,3,1,0,0,0,1,1,2,0,0,5139,223.174,55.342,0.247976915,7.95,6.757000000000001,36.81761006,Manufacturing
107,861361,BE AEROSPACE INC,2011-02-24,4,0,15,66,3,3,1,0,0,0,3,2,2,0,13532,3837.3,227.8,0.059364657,38.71,0.0,-4.339963834,Manufacturing
108,11199,BEMIS CO INC,2011-03-01,1,0,4,4,2,0,0,0,0,0,0,1,0,0,2102,4320.444,184.081,0.042606964,30.08,103.096,351.3164894,Manufacturing
109,1067983,BERKSHIRE HATHAWAY INC,2011-02-28,3,0,18,2,1,0,0,0,1,1,1,1,2,0,2151,392647.0,10254.0,0.02611506,76.3,0.0,4.99344692,Public Administration
110,1407038,"BG Medicine, Inc.",2011-03-17,8,1,14,8,8,1,0,0,0,5,4,13,1,0,13289,26.11,-17.582,-0.673381846,4.72,0.0,#NAME?,
111,768835,BIG LOTS INC,2011-03-30,10,1,17,8,8,1,0,0,0,1,3,1,1,0,5876,1641.31,207.064,0.126157764,39.49,0.0,-19.49860724,Retail Trade
112,792641,BIO REFERENCE LABORATORIES INC,2011-01-14,4,0,5,7,1,1,1,0,0,0,2,4,0,0,3677,283.259,36.359,0.128359558,20.04,0.0,7.584830339,Services
113,822418,BIOCLINICA INC,2011-02-28,3,0,17,3,5,0,0,1,0,1,0,1,0,0,6104,90.421,2.798,0.030944139,4.25,0.0,4.847058824,Services
114,1048477,BIOMARIN PHARMACEUTICAL INC,2011-02-24,15,0,23,11,4,1,0,1,0,1,12,4,0,0,12471,1303.681,-53.83600000000001,-0.041295378,34.38,0.0,-21.66957533,Manufacturing
115,1203957,BIONOVO INC,2011-03-16,14,0,31,26,8,3,0,0,0,4,4,9,0,0,17382,18.458,-13.699000000000002,-0.7421714159999999,0.2323,0.0,382.13517,Manufacturing
116,948072,BIRNER DENTAL MANAGEMENT SERVICES INC,2011-03-30,7,1,27,16,3,2,0,0,0,2,2,0,1,0,12138,21.822,1.615,0.074007882,16.0,1.591,28.69375    Services,
117,1130464,BLACK HILLS CORP /SD/,2011-02-25,15,0,37,6,10,1,0,0,0,3,3,5,1,0,33647,4127.083,49.73,0.012049673,33.58,59.202,165.6402621,"Transportation, Communications, Electric, Gas, Sanitation"
118,1030896,BLUEFLY INC,2011-02-16,3,0,14,3,1,0,0,0,0,2,1,0,0,0,4926,48.62600000000001,-10.984000000000002,-0.225887385,2.155,0.0,34.10672854,Retail Trade
119,1379246,BODY CENTRAL CORP,2011-03-31,4,1,23,12,12,8,0,2,0,3,2,4,1,0,11698,132.30200000000002,19.72,0.149052924,24.96,0.0,-42.82852564,Retail Trade
120,1391390,BOISE INC.,2011-03-02,2,1,6,1,3,1,0,0,0,2,0,1,0,0,3598,2286.07,75.21,0.032899255,7.12,48.1,686.9382022,Manufacturing
121,821127,BOSTON PRIVATE FINANCIAL HOLDINGS INC,2011-03-11,7,2,56,7,5,3,0,1,0,7,5,6,0,0,18282,6048.3719999999985,39.137,0.006470666999999999,7.94,3.3789999999999996,25.05037783,Retail Trade
122,885725,BOSTON SCIENTIFIC CORP,2011-02-17,8,1,19,0,3,2,1,0,0,2,0,8,0,0,9357,21290.0,441.0,0.02071395,5.34,0.0,41.76029963,Manufacturing
123,906553,BOYD GAMING CORP,2011-03-15,5,0,34,15,13,2,6,0,3,3,3,4,1,2,13992,5883.054,-3.854,-0.000655102,7.46,0.0,42.09115282,Services
124,1023734,"BPZ RESOURCES, INC.",2011-03-16,5,0,49,16,9,2,1,1,0,7,10,1,0,0,18001,537.3330000000002,-33.827,-0.062953513,2.84,0.0,67.6056338,Mining
125,846617,BRIDGE BANCORP INC,2011-03-11,1,1,28,2,6,0,0,0,0,1,0,1,0,0,6751,1337.458,10.359000000000002,0.00774529,19.9,4.593999999999999,46.95477387,Retail Trade
126,918946,BRIGHTPOINT INC,2011-02-25,1,0,11,3,8,4,0,0,0,0,2,2,1,0,5510,1506.911,48.832,0.032405364,10.76,0.0,-18.866171,Wholesale Trade
127,14272,BRISTOL MYERS SQUIBB CO,2011-02-18,5,1,31,3,1,0,1,1,0,1,20,3,0,0,21809,32970.0,3709.0,0.112496209,35.24,2276.0,6433.711691,Manufacturing
128,1120370,"BROADWIND ENERGY, INC.",2011-03-16,2,0,16,22,10,2,0,1,0,2,5,2,1,0,11821,172.891,-21.948,-0.126947036,0.68,0.0,239.7058824,Manufacturing
129,79282,BROWN & BROWN INC,2011-03-01,6,1,30,9,3,0,0,1,0,2,3,10,1,0,11974,2607.011,163.995,0.062905373,22.63,46.494,211.2417145,"Finance, Insurance, and Real Estate"
130,14930,BRUNSWICK CORP,2011-02-18,7,1,20,4,3,2,1,0,0,0,2,1,0,0,7053,2494.0,71.9,0.02882919,18.06,4.5,28.68217054,Manufacturing
131,1054721,BSQUARE CORP /WA,2011-03-17,4,0,25,5,8,1,0,0,0,1,10,0,0,0,13673,42.792,-0.463,-0.010819779,3.42,0.0,155.8479532,Wholesale Trade
132,885245,BUCKLE INC,2011-03-30,1,0,14,3,5,2,0,0,0,0,1,1,0,0,2211,531.539,151.45600000000005,0.28493864,43.63,144.563,313.2775613,Retail Trade
133,1486957,Babcock & Wilcox Co,2011-03-01,10,1,36,6,7,1,0,1,0,0,5,3,0,0,11519,2789.111,169.65400000000002,0.060827267,24.14,0.0,6.006628003,Manufacturing
134,1295401,"Bancorp, Inc.",2011-02-23,2,0,19,4,1,0,0,1,0,2,3,5,1,0,6727,3010.681,8.918,0.002962121,7.23,0.0,40.66390041,Retail Trade
135,1403475,Bank of Marin Bancorp,2011-03-11,7,7,48,3,6,0,0,0,0,0,4,3,2,0,10602,1393.263,15.564,0.011170899,37.59,3.457,2.306464485,Retail Trade
136,1365997,Bank of the Carolinas CORP,2011-03-30,4,1,20,6,1,2,0,0,0,5,3,8,0,0,6678,485.967,-28.251,-0.058133577,0.28,0.934,1126.392857,Retail Trade
137,1504008,"BankUnited, Inc.",2011-03-31,0,0,29,2,3,0,0,0,0,1,3,0,0,0,5529,11322.038,63.168,0.005579208,21.99,56.733000000000004,#NAME?,
138,1289236,BioMed Realty Trust Inc,2011-02-09,3,0,46,14,10,2,0,0,0,2,4,2,1,0,18006,4428.545,42.18899999999999,0.009526605,18.08,125.772,698.7942478,"Finance, Insurance, and Real Estate"
139,913277,"Black Diamond, Inc.",2011-03-15,4,0,27,3,5,2,0,1,0,4,2,6,1,0,8484,227.727,4.892,0.021481862,7.47,0.0,5.890227577,Manufacturing
