,cik,company_name,date,uncertain,unemploy,risk,believe,anticipate,fluctuate,indefinite,likelihood,unlikely,likely,possible,predict,recession,pandemic,total words,at,ni,roa,prcc_f,dvt,Stock Return,Industry
13,796343,ADOBE SYSTEMS INC,2010-01-22,9,2,28,71,18,2,0,1,0,4,5,6,2,0,31256,8141.148,774.68,0.095156113,27.8,0.0,26.18705036,Services
14,1158449,ADVANCE AUTO PARTS INC,2010-03-02,4,1,8,0,2,0,0,0,0,2,2,0,2,0,2811,3354.217,346.05300000000005,0.103169533,66.15,20.394000000000002,-7.975812547,Retail Trade
15,927003,ADVANCED ENERGY INDUSTRIES INC,2010-02-26,6,0,23,8,6,3,0,1,0,2,2,6,0,0,8400,505.157,71.192,0.14093044300000002,13.64,0.0,10.55718475,Manufacturing
16,1002225,ADVENT SOFTWARE INC /DE/,2010-03-12,6,0,25,24,12,4,1,1,0,1,7,9,1,1,16895,490.826,24.153,0.049208885,57.92,0.0,-29.6788674,Services
17,785787,AEP INDUSTRIES INC,2010-01-14,5,0,19,22,0,3,0,0,0,0,1,0,0,0,10231,350.796,-0.5660000000000001,-0.0016134729999999998,24.37,0.0,43.12679524,Manufacturing
18,874761,AES CORP,2010-02-26,22,0,108,13,9,2,1,1,0,11,19,16,6,0,54693,40511.0,9.0,0.000222162,12.18,0.0,9.277504105,"Transportation, Communications, Electric, Gas, Sanitation"
19,1282543,AFFIRMATIVE INSURANCE HOLDINGS INC,2010-03-30,6,0,43,2,5,0,0,0,1,0,0,4,0,0,7352,745.721,-88.931,-0.119255057,2.67,0.0,52.80898876,"Finance, Insurance, and Real Estate"
20,913077,AFFYMETRIX INC,2010-03-01,4,0,20,3,2,9,0,0,0,2,2,5,0,0,6964,460.785,-10.233,-0.022207754,5.03,0.0,16.10337972,Manufacturing
21,1004155,AGL RESOURCES INC,2010-02-04,3,0,31,3,5,0,0,0,0,3,4,3,2,0,6191,7518.0,234.0,0.031125299,35.85,133.0,372.7196653,"Transportation, Communications, Electric, Gas, Sanitation"
22,1086222,AKAMAI TECHNOLOGIES INC,2010-03-01,2,0,5,4,3,1,0,0,0,2,3,3,1,0,6697,2352.676,171.22,0.072776702,47.05,0.0,-46.1424017,Services
23,766421,ALASKA AIR GROUP INC,2010-02-19,1,0,14,15,2,0,0,1,0,3,1,1,2,0,9510,5016.6,251.1,0.050053821,56.69,0.0,-39.03686717,"Transportation, Communications, Electric, Gas, Sanitation"
24,1065087,ALBANY MOLECULAR RESEARCH INC,2010-03-12,5,0,15,3,5,2,0,0,0,1,0,2,0,0,6040,325.106,-62.871,-0.193386157,5.62,0.0,61.5658363,Manufacturing
25,3453,ALEXANDER & BALDWIN INC,2010-02-26,2,0,27,1,2,1,0,0,0,1,2,2,0,0,5963,2495.0,92.0,0.036873747000000005,40.03,52.0,115.4134399,"Transportation, Communications, Electric, Gas, Sanitation"
26,899866,ALEXION PHARMACEUTICALS INC,2010-02-23,6,0,34,10,2,3,0,2,1,5,6,6,0,0,13745,1012.037,97.03,0.095875941,80.55,0.0,-39.39168218,Manufacturing
27,775368,ALLEGHANY CORP /DE,2010-02-26,8,0,31,0,1,4,1,0,0,2,2,4,0,0,4611,6431.699000000001,198.502,0.030863074,306.37,53.06,7.406077619,"Finance, Insurance, and Real Estate"
28,850693,ALLERGAN INC,2010-02-26,3,1,31,8,6,0,0,1,0,5,6,6,0,0,12885,8308.1,0.6,7.219999999999999e-05,68.67,60.9,80.44269696,Manufacturing
29,1122342,ALLIANCE FIBER OPTIC PRODUCTS INC,2010-03-19,5,1,8,17,7,8,0,0,1,5,3,7,1,0,12301,68.449,6.0120000000000005,0.087831816,15.68,0.0,-92.34693878,Manufacturing
30,1086600,ALLIANCE RESOURCE PARTNERS LP,2010-02-26,10,0,34,10,10,3,0,0,3,7,13,9,0,0,26024,1501.2779999999998,321.017,0.001381629,65.76,185.06799999999998,587125.2929,Mining
31,1163348,ALLIED WORLD ASSURANCE CO HOLDINGS LTD,2010-03-01,5,0,54,14,5,1,0,0,0,3,12,18,2,2,17945,10427.631,665.005,0.063773354,59.44,47.711999999999996,57.77590848,"Finance, Insurance, and Real Estate"
32,899051,ALLSTATE CORP,2010-02-25,9,1,41,4,7,0,0,0,0,1,1,7,1,4,8022,130874.0,928.0,0.00709079,31.88,433.0,1352.446675,"Finance, Insurance, and Real Estate"
33,884269,ALPHA PRO TECH LTD,2010-03-10,0,0,5,3,1,0,0,0,0,0,1,0,2,2,4251,36.934,1.301,0.035224996,1.78,0.0,153.9325843,Manufacturing
34,768251,ALTERA CORP,2010-02-17,3,0,19,13,2,1,0,0,0,0,2,7,0,0,11051,3759.837,782.8839999999999,0.208222856,35.58,67.774,154.0865655,Manufacturing
35,792977,AMAG PHARMACEUTICALS INC.,2010-02-26,7,0,16,5,13,6,1,1,1,5,1,3,0,0,13495,336.076,-81.153,-0.241472167,18.1,0.0,110.1104972,Manufacturing
36,946842,AMBASSADORS INTERNATIONAL INC,2010-03-31,3,0,18,7,3,2,0,0,0,1,2,2,0,0,5993,80.263,-24.027,-0.299353376,1.6,0.0,-63.08125    Public,Administration
37,896262,AMEDISYS INC,2010-02-23,2,0,30,44,5,0,0,0,0,6,6,2,0,0,17375,1299.825,112.58,0.08661165900000001,33.5,0.0,45.07462687,Services
38,855574,AMERIANA BANCORP,2010-03-31,3,2,57,8,6,2,0,0,1,4,5,3,1,0,23261,429.657,0.5529999999999999,0.001287073,4.05,0.12,-31.35802469,Retail Trade
39,877476,AMERICA SERVICE GROUP INC /DE,2010-03-08,4,0,25,6,0,0,0,1,0,1,2,2,1,0,12695,177.364,9.549,0.053838434,15.14,2.169,19.14795244,Services
40,1062231,AMERICAN AXLE & MANUFACTURING HOLDINGS INC,2010-02-22,6,0,10,2,1,0,0,0,0,1,1,0,0,0,3601,2114.7,115.4,0.054570388,12.86,0.0,-37.63608087,Manufacturing
41,1283630,AMERICAN CAMPUS COMMUNITIES INC,2010-03-01,1,0,37,4,5,5,0,0,0,2,2,1,1,0,8020,2693.484000000001,16.21,0.0060182280000000005,31.76,76.426,229.1120907,"Finance, Insurance, and Real Estate"
42,789868,AMERICAN DAIRY INC,2010-03-16,5,0,17,8,3,1,0,0,0,2,6,2,0,0,6902,464.309,-9.584,-0.020641426,10.64,0.0,103.7593985,Manufacturing
43,1378706,AMERICAN DG ENERGY INC,2010-03-31,2,0,18,7,2,0,0,0,0,2,0,1,4,0,8931,19.772,-1.908,-0.096500101,2.77,0.0,6.498194946,"Transportation, Communications, Electric, Gas, Sanitation"
44,4962,AMERICAN EXPRESS CO,2010-02-26,10,2,142,14,3,1,0,0,0,8,4,11,3,0,56469,147042.0,4057.0,0.027590756,42.92,867.0,2014.44548,"Finance, Insurance, and Real Estate"
45,5272,AMERICAN INTERNATIONAL GROUP INC,2010-02-26,7,2,74,0,3,0,0,0,0,3,5,3,0,1,14788,683443.0,7786.0,0.011392318,57.62,0.0,-47.96945505,"Finance, Insurance, and Real Estate"
46,1090514,AMERICAN ORIENTAL BIOENGINEERING INC,2010-03-15,6,1,14,2,1,0,0,0,0,0,0,1,4,1,6747,610.2230000000002,14.087,0.023085003,2.4,0.0,93.75,Manufacturing
47,1108236,AMERICAN RIVER BANKSHARES,2010-03-05,8,1,79,4,11,2,0,0,0,3,6,2,1,0,17746,578.94,0.476,0.000822192,6.0,0.0,31,Retail Trade
48,1121783,AMERICAN SPECTRUM REALTY INC,2010-03-31,0,0,11,0,1,0,0,0,0,0,0,0,0,0,1642,618.362,-8.037,-0.012997241,17.52,0.24,28.5673516,"Finance, Insurance, and Real Estate"
49,1053507,AMERICAN TOWER CORP /MA/,2010-03-01,5,0,13,5,4,0,0,0,0,2,5,0,0,1,5967,10368.014,372.936,0.035969859,51.64,0.0,-16.32455461,"Finance, Insurance, and Real Estate"
50,903129,AMERIGON INC,2010-02-19,3,0,16,7,7,3,0,0,0,2,2,0,0,0,5557,79.422,9.95,0.125280149,10.88,0.0,-27.02205882,Manufacturing
51,1018979,AMERISAFE INC,2010-03-10,7,1,19,6,3,5,0,0,0,5,2,6,0,0,6532,1128.134,33.353,0.02956475,17.5,0.0,2.685714286,"Finance, Insurance, and Real Estate"
52,790730,AMERON INTERNATIONAL CORP,2010-01-29,0,0,6,0,3,2,0,0,0,0,1,0,0,0,1372,781.569,46.254,0.059180955,70.8,38.853,35.32909605,Manufacturing
53,318154,AMGEN INC,2010-03-01,6,0,51,11,7,1,1,0,0,3,5,19,0,3,27342,43486.0,4627.0,0.10640206,54.9,0.0,3.041894353,Manufacturing
54,1142750,AMN HEALTHCARE SERVICES INC,2010-03-05,2,4,14,1,1,0,7,0,0,1,1,2,1,0,5466,562.11,-51.99100000000001,-0.092492573,6.14,0.0,47.55700326,Services
55,820313,AMPHENOL CORP /DE/,2010-02-23,2,0,9,2,2,0,0,0,0,0,1,0,1,0,2500,4015.857,496.405,0.123611224,52.78,10.449000000000002,7.292535051,Manufacturing
56,881464,AMYLIN PHARMACEUTICALS INC,2010-02-26,7,0,19,8,4,3,0,0,0,7,2,5,0,0,9469,1531.429,-152.313,-0.099458088,14.71,0.0,-3.535010197,Manufacturing
57,940332,ANADIGICS INC,2010-03-12,1,0,11,7,6,2,0,0,0,2,0,1,1,0,6010,233.812,1.26,0.005388945,6.93,0.0,-39.10533911,Manufacturing
58,6292,ANALYSTS INTERNATIONAL CORP,2010-02-25,0,1,2,2,4,1,0,0,0,2,1,1,3,0,2893,23.612,-0.48,-0.020328646,2.4201,0.0,-72.31519359,Services
59,1096481,ANGIOTECH PHARMACEUTICALS INC,2010-03-16,11,0,25,6,4,0,0,0,0,4,3,0,0,0,13242,305.998,-66.811,-0.218338028,0.32,0.0,287.5,Manufacturing
60,1043219,ANNALY CAPITAL MANAGEMENT INC,2010-02-24,3,1,39,3,3,2,0,0,0,5,6,4,1,0,11981,83026.59,1267.28,0.015263544,17.92,1588.707,8862.371652,"Finance, Insurance, and Real Estate"
61,1013462,ANSYS INC,2010-02-25,9,0,14,7,9,1,0,2,0,1,6,4,0,0,9420,2126.876,153.132,0.07199855599999999,52.07,0.0,-16.53543307,Services
62,1047884,ANWORTH MORTGAGE ASSET CORP,2010-02-26,2,0,56,3,6,0,0,0,0,5,7,4,0,0,12968,7790.215,110.499,0.014184333,7.0,121.102,1730.028571,"Finance, Insurance, and Real Estate"
63,818033,AP PHARMA INC /DE/,2010-03-15,6,0,14,7,6,0,0,0,0,3,3,3,0,0,10971,2.911,-7.346,-2.523531432,0.4512,0.0,179.2553191,Manufacturing
64,311471,APCO OIL & GAS INTERNATIONAL INC,2010-03-12,8,0,41,3,7,0,0,0,0,1,3,3,0,0,8205,248.189,25.8,0.103953036,57.5,2.355,-57.46956522,Mining
65,879911,"APPLIED ENERGETICS, INC.",2010-03-16,7,0,17,1,2,1,0,1,0,2,2,3,0,0,6153,14.826,-2.9330000000000003,-0.19782814,0.8509,0.218,-33.24715008,Manufacturing
66,896622,APTARGROUP INC,2010-02-26,7,1,6,2,0,0,0,0,0,1,0,1,1,0,1814,2032.718,173.481,0.085344352,47.57,44.485,68.64620559,Manufacturing
67,7039,ARABIAN AMERICAN DEVELOPMENT CO,2010-03-15,4,0,13,0,3,0,1,0,0,1,7,6,2,0,3769,92.528,2.6860000000000004,0.029029051,4.42,0.0,-45.65158371,Manufacturing
68,947484,ARCH CAPITAL GROUP LTD.,2010-02-26,13,0,152,30,6,6,0,4,0,3,13,19,1,0,42881,15770.792,842.5880000000002,0.05342712,88.05,25.844,10.61215219,"Finance, Insurance, and Real Estate"
69,1080709,ARENA PHARMACEUTICALS INC,2010-03-16,11,0,31,17,4,2,0,1,0,4,4,6,0,0,14009,266.362,-124.534,-0.467536661,1.72,0.0,106.3953488,Manufacturing
70,884731,ARIAD PHARMACEUTICALS INC,2010-03-16,2,0,22,15,5,0,0,0,0,3,5,10,0,0,21735,120.03,85.24799999999998,0.710222444,5.1,0.0,-55.29411765,Manufacturing
71,894405,ARKANSAS BEST CORP /DE/,2010-02-24,2,0,20,4,10,2,0,0,1,0,3,3,4,0,5619,860.951,-32.693000000000005,-0.037973125,27.42,3.1260000000000003,18.73085339,"Transportation, Communications, Electric, Gas, Sanitation"
72,819689,ARRHYTHMIA RESEARCH TECHNOLOGY INC /DE/,2010-03-10,2,1,6,1,0,3,0,0,0,2,0,1,1,0,2500,20.329,0.515,0.025333268,5.5899,0.336,-32.19914489,Manufacturing
73,863110,ARTESIAN RESOURCES CORP,2010-03-11,3,0,12,10,1,0,0,0,1,0,5,0,0,0,11308,371.529,7.62,0.000430454,18.95,5.6770000000000005,15203623.43,"Transportation, Communications, Electric, Gas, Sanitation"
74,1144980,ASBURY AUTOMOTIVE GROUP INC,2010-03-01,8,3,25,26,2,0,0,0,0,1,1,1,2,0,17157,1486.3,38.1,0.025634125,18.48,0.0,-37.60822511,Retail Trade
75,1100969,ASIAINFO HOLDINGS INC,2010-03-16,15,0,22,22,13,3,0,0,0,3,12,3,0,0,23166,1253.206,56.21100000000001,0.044853759000000014,16.57,0.0,83.76584188,Services
76,929994,ASSISTED LIVING CONCEPTS INC,2010-03-11,2,2,16,5,1,0,0,0,0,0,1,0,1,0,4493,485.104,16.484,0.033980342000000004,32.53,0.0,-18.93636643,Services
77,1267238,ASSURANT INC,2010-02-25,4,4,66,4,4,3,0,2,0,6,7,10,0,1,16091,26397.018,279.177,0.010576081,38.52,69.618,157.2637591,"Finance, Insurance, and Real Estate"
78,792987,ASTEC INDUSTRIES INC,2010-03-01,0,0,4,1,1,2,0,0,0,5,0,1,0,0,3348,649.639,32.43,0.049920033,32.41,0.0,-16.87750694,Manufacturing
79,879585,ATLANTIC TELE NETWORK INC /DE,2010-03-16,2,1,23,17,3,0,0,0,0,0,1,2,2,0,7286,828.196,38.454,0.046431038,38.3725,12.890999999999998,76.79588247,"Transportation, Communications, Electric, Gas, Sanitation"
80,1041577,ATMI INC,2010-02-18,5,0,7,1,5,1,0,0,0,2,2,2,2,0,3301,533.589,39.506,0.074038258,19.94,0.0,-6.619859579,Manufacturing
81,1325460,ATS CORP,2010-03-24,1,0,15,2,6,2,2,0,0,2,3,1,0,0,6935,87.83,7.101,0.080849368,2.75,0.0,#NAME?,
82,769397,AUTODESK INC,2010-03-19,2,2,33,13,10,5,0,0,0,10,7,3,0,0,13395,2787.6,212.0,0.07605108299999999,40.68,0.0,-41.51917404,Services
83,350698,"AUTONATION, INC.",2010-02-17,5,3,7,6,1,2,1,0,0,2,0,4,1,0,5380,5974.2,226.6,0.037929765,28.2,0.0,-32.09219858,Retail Trade
84,1061069,AVALON HOLDINGS CORP,2010-03-18,1,0,2,10,2,0,0,0,0,0,0,1,0,0,3004,47.337,-0.5429999999999999,-0.011470942,2.7301,0.0,-23.07974067,"Transportation, Communications, Electric, Gas, Sanitation"
85,873303,AVI BIOPHARMA INC,2010-03-16,2,0,7,8,1,1,0,0,0,2,1,2,0,0,4422,45.976000000000006,-32.177,-0.699865147,2.12,0.0,-31.13207547,Manufacturing
86,104918,AVISTA CORP,2010-02-26,1,0,8,0,1,0,0,0,0,3,0,3,1,0,2854,3940.095,92.425,0.023457556,22.52,55.681999999999995,243.1261101,"Transportation, Communications, Electric, Gas, Sanitation"
87,1015739,AWARE INC /MA/,2010-02-12,7,0,23,3,1,5,0,0,0,2,2,10,1,0,4564,53.4,0.18,0.003370787,2.8399,0.0,-1.404979049,Services
88,1214816,AXIS CAPITAL HOLDINGS LTD,2010-02-22,12,0,219,6,8,0,0,0,0,2,10,8,4,1,23015,16445.731,856.7230000000002,0.052093945,35.88,158.526,421.0033445,"Finance, Insurance, and Real Estate"
89,1393066,AbitibiBowater Inc.,2010-03-31,11,0,34,10,0,0,7,2,0,5,5,10,0,0,17354,7156.0,2614.0,0.36528787,23.67,0.0,-98.01436417,Manufacturing
90,1299704,"Advance America, Cash Advance Centers, Inc.",2010-03-08,6,1,20,33,1,4,0,0,0,10,6,5,0,0,17114,431.652,35.76300000000001,0.082851464,5.64,15.527000000000001,273.8829787,"Finance, Insurance, and Real Estate"
91,894081,"Air Transport Services Group, Inc.",2010-03-31,0,0,6,0,0,0,0,0,1,0,1,1,0,0,2523,900.654,39.834,0.044227860999999986,7.9,0.0,-66.58227848,"Transportation, Communications, Electric, Gas, Sanitation"
92,1362468,Allegiant Travel CO,2010-03-09,1,1,8,2,1,1,0,0,0,5,1,5,0,0,3530,501.266,65.702,0.131072125,49.24,14.942,26.1413485,"Transportation, Communications, Electric, Gas, Sanitation"
93,1344980,"Alliance Holdings GP, L.P.",2010-03-03,10,0,36,12,11,4,0,0,3,9,13,9,0,0,30047,1504.072,174.34400000000005,0.115914664,48.13399999999999,113.74,193.2438609,Mining
94,1350653,"Alphatec Holdings, Inc.",2010-03-02,14,0,41,13,21,4,0,0,0,7,4,4,3,0,20506,377.016,-14.355,-0.038075307,2.7,0.0,97.77777778,Manufacturing
95,1344596,"American Railcar Industries, Inc.",2010-03-12,1,0,20,2,12,3,1,1,0,3,1,2,0,0,8889,654.367,-27.006,-0.041270419,22.13,0.0,-50.20334388,Manufacturing
96,351569,Ameris Bancorp,2010-03-16,4,1,77,7,13,2,0,0,0,6,7,10,2,0,19169,2972.168,-3.989,-0.0013421179999999998,10.54,3.213,-1.584440228,Retail Trade
97,1467760,"Apollo Commercial Real Estate Finance, Inc.",2010-03-17,1,0,52,6,6,0,0,1,0,6,2,2,3,0,11010,858.1469999999998,10.999,0.012817151,16.35,21.675,142.5993884,"Finance, Insurance, and Real Estate"
98,1209028,Arlington Asset Investment Corp.,2010-02-24,6,1,39,4,4,1,0,0,0,3,4,4,1,1,11377,455.333,26.586,0.058388037,23.99,14.909,25.63151313,"Finance, Insurance, and Real Estate"
99,1419178,Artio Global Investors Inc.,2010-03-05,4,0,47,7,4,4,0,0,0,3,2,1,0,1,9789,388.447,83.561,0.215115576,14.75,12.395999999999999,#NAME?,"nce, and Real Estate"
100,1167419,"AspenBio Pharma, Inc.",2010-03-09,4,0,5,0,2,0,0,0,0,2,2,2,0,0,3667,17.159000000000002,-13.338,-0.777318026,0.6034,0.0,188.3659264,Services
101,1278027,"B&G Foods, Inc.",2010-03-01,3,0,22,3,13,0,7,0,0,1,0,0,0,0,6946,871.7230000000002,32.379,0.03714368,13.73,32.39,202.7676621,Manufacturing
102,760498,BANCFIRST CORP /OK/,2010-03-16,3,2,25,1,4,1,0,0,1,1,9,3,3,0,5632,5060.249,42.309,0.008361051,41.19,14.732999999999999,25.6931294,Retail Trade
103,783739,BANCTRUST FINANCIAL GROUP INC,2010-03-17,3,2,17,6,1,0,0,2,1,4,3,9,2,0,6191,2158.148,3.875,0.001795521,2.67,3.033,121.0861423,Retail Trade
104,1123270,BANK MUTUAL CORP,2010-03-05,1,3,65,13,4,1,1,0,0,6,7,5,0,0,19417,2591.818,-72.64,-0.028026659,4.78,8.64,225.7322176,Retail Trade
105,810689,BANK OF GRANITE CORP,2010-03-31,2,1,4,1,0,0,0,1,0,3,0,1,0,0,2379,875.84,-23.664,-0.027018634,0.55,0.0,-7.272727273,Retail Trade
106,934547,BANK OF KENTUCKY FINANCIAL CORP,2010-03-12,6,0,22,2,4,1,0,0,0,1,0,1,4,0,4958,1664.884,11.671,0.007010098,19.41,5.42,24.67800103,Retail Trade
107,743367,BAR HARBOR BANKSHARES,2010-03-16,4,1,38,3,1,0,0,1,0,1,1,1,1,0,3607,1117.933,10.662,0.009537244,29.05,4.6080000000000005,10.3545611,Retail Trade
108,9984,BARNES GROUP INC,2010-02-22,1,0,20,4,9,0,0,0,0,1,0,0,0,0,6373,1403.257,53.278,0.037967386,20.67,17.461,66.23609095,Manufacturing
109,10329,BASSETT FURNITURE INDUSTRIES INC,2010-02-12,3,1,9,15,4,1,0,0,0,2,1,2,0,0,5086,197.317,-2.002,-0.01014611,4.12,0.0,-10.4368932,Manufacturing
110,1103345,BEACON POWER CORP,2010-03-15,4,0,8,22,5,4,0,0,0,1,9,3,1,0,19112,75.937,-22.68,-0.298668633,0.2201,0.0,124.7160382,Manufacturing
111,840467,BECKMAN COULTER INC,2010-02-22,2,0,13,0,8,0,0,0,0,0,0,0,0,0,3368,4882.8,230.7,0.047247481,75.23,51.1,54.91160441,Manufacturing
112,863436,BENCHMARK ELECTRONICS INC,2010-03-01,1,1,15,1,6,1,0,0,0,1,2,0,2,0,5106,1477.7320000000002,81.035,0.054837413,18.16,0.0,4.129955947,Manufacturing
113,1108134,BERKSHIRE HILLS BANCORP INC,2010-03-16,3,1,25,2,3,0,1,0,0,0,8,0,5,0,4797,2880.716,13.738,0.004768953,22.11,8.988999999999999,34.18815016,Retail Trade
114,768835,BIG LOTS INC,2010-03-30,10,2,16,4,6,1,0,0,0,1,3,2,1,0,4038,1619.599,222.524,0.137394503,31.79,0.0,-10.6322743,Retail Trade
115,792641,BIO REFERENCE LABORATORIES INC,2010-01-12,4,0,5,7,1,1,1,0,0,0,2,4,0,0,3902,244.131,26.381,0.108060836,21.56,0.0,49.95361781,Services
116,822418,BIOCLINICA INC,2010-03-30,2,0,12,4,4,0,0,2,0,1,0,2,0,0,5329,80.029,2.753,0.03440003,4.456,0.0,-5.071813285,Services
117,1048477,BIOMARIN PHARMACEUTICAL INC,2010-02-26,12,0,18,11,4,2,0,1,0,0,9,3,0,0,10956,1262.623,205.819,0.163009069,26.93,0.0,-30.15224657,Manufacturing
118,1203957,BIONOVO INC,2010-03-16,15,0,30,25,7,3,0,0,0,4,4,9,0,0,17812,12.982,-17.732,-1.365891234,1.12,0.0,-57.54464286,Manufacturing
119,818813,BITSTREAM INC,2010-03-31,1,0,6,3,5,0,0,0,0,3,1,0,0,0,2639,21.815,-3.236,2.6600000000000006e-05,7.24,0.0,n/a    Services,
120,1013488,BJs RESTAURANTS INC,2010-03-09,2,5,37,38,15,4,0,1,0,5,8,10,2,4,24090,430.085,23.162,0.053854471,35.43,0.0,-46.85294948,Retail Trade
121,1280058,BLACKBAUD INC,2010-02-26,1,1,11,25,8,1,0,1,0,3,6,6,0,0,15570,328.091,29.805,0.090843699,25.9,19.49,66.48648649,Services
122,778946,BLUEGREEN CORP,2010-03-31,3,2,15,7,3,0,0,0,0,0,1,2,1,0,6898,1255.932,-43.966,-0.035006672,3.22,0.0,-24.8447205,Services
123,12927,BOEING CO,2010-02-08,6,0,21,2,6,0,0,0,0,2,3,4,0,1,4258,68565.0,3307.0,0.048231605,65.26,1245.0,1890.698743,Manufacturing
124,875357,BOK FINANCIAL CORP ET AL,2010-02-26,0,1,11,0,0,0,0,0,0,1,1,1,2,0,2379,23941.603,246.754,0.010306495,53.4,66.557,113.6273408,Retail Trade
125,1037540,BOSTON PROPERTIES INC,2010-02-25,1,2,37,8,8,2,0,0,0,7,4,3,0,0,12442,13348.263,159.072,0.011917056,86.1,279.268,302.2508711,"Finance, Insurance, and Real Estate"
126,719135,BOVIE MEDICAL CORP,2010-03-16,3,0,16,4,0,0,0,0,0,2,2,1,0,0,3542,27.786,-1.535,-0.055243648,3.28,0.0,138.1097561,Manufacturing
127,1023734,"BPZ RESOURCES, INC.",2010-03-31,6,0,50,20,8,2,1,0,0,8,10,1,0,0,19403,470.307,-59.771,-0.127089327,4.76,0.0,99.57983193,Mining
128,1011174,BRE PROPERTIES INC /MD/,2010-02-12,0,2,27,2,5,0,0,0,0,1,0,0,1,0,6944,3156.2470000000008,53.389,0.016915343,43.5,105.554,218.6988506,"Finance, Insurance, and Real Estate"
129,14177,BRIDGFORD FOODS CORP,2010-01-28,0,0,1,0,0,0,0,0,0,0,0,0,0,0,149,60.523,4.319,0.071361301,12.29,0.9329999999999999,-24.46704638,Manufacturing
130,14272,BRISTOL MYERS SQUIBB CO,2010-02-19,2,0,13,1,0,0,0,0,0,1,6,2,0,0,3399,31076.0,3102.0,0.099819797,26.48,2226.0,8401.699396,Manufacturing
131,1120370,"BROADWIND ENERGY, INC.",2010-03-12,2,0,18,28,14,2,0,1,0,2,4,2,2,0,13132,183.506,-85.175,-0.464153761,2.31,0.0,250.2164502,Manufacturing
132,79282,BROWN & BROWN INC,2010-03-01,5,1,28,8,3,0,0,1,0,3,2,8,1,0,11331,2400.814,161.752,0.067373816,23.94,44.496,160.9273183,"Finance, Insurance, and Real Estate"
133,1109354,BRUKER CORP,2010-03-12,4,0,29,11,2,1,0,0,0,4,5,12,1,0,16889,1549.8,95.4,0.06155633,16.6,0.0,-27.34939759,Manufacturing
134,802681,BRYN MAWR BANK CORP,2010-03-15,3,1,24,2,0,2,0,0,0,2,3,3,0,0,5563,1731.7679999999998,9.174,0.005297476,17.45,5.916,20.3782235,Retail Trade
135,805022,"BUCKEYE PARTNERS, L.P.",2010-02-26,4,0,48,13,9,0,0,0,0,7,3,6,0,0,17870,3574.216,43.08,0.012052993,66.83,49.808,56.00478827,"Transportation, Communications, Electric, Gas, Sanitation"
136,740761,BUCYRUS INTERNATIONAL INC,2010-03-01,3,1,16,5,6,2,0,0,0,2,3,1,1,0,7315,5019.828,315.75,0.06290056200000001,89.4,8.121,-27.86241611,Manufacturing
